waveform,V_S,V_C,V_R
t0,5/7/2021  11:54:33.901137,5/7/2021  11:54:33.901138,5/7/2021  11:54:33.901139
delta t,2.500000E-6,2.500000E-6,2.500000E-6

time,V_S,V_C,V_R
5/7/2021  11:54:33.901137,4.358005E+0,1.371552E-2,1.775040E-2
5/7/2021  11:54:33.901140,-2.038947E-2,4.685063E-2,1.588106E-2
5/7/2021  11:54:33.901142,-2.103396E-2,8.346357E-2,1.493191E-2
5/7/2021  11:54:33.901145,-1.684476E-2,1.172268E-1,1.360632E-2
5/7/2021  11:54:33.901147,-1.684476E-2,1.474963E-1,1.211343E-2
5/7/2021  11:54:33.901150,-1.394455E-2,1.739017E-1,1.040175E-2
5/7/2021  11:54:33.901152,-1.394455E-2,1.959278E-1,8.580677E-3
5/7/2021  11:54:33.901155,-8.466375E-3,2.134617E-1,6.611605E-3
5/7/2021  11:54:33.901157,-7.821884E-3,2.261976E-1,4.594272E-3
5/7/2021  11:54:33.901160,-4.277181E-3,2.341676E-1,2.557636E-3
5/7/2021  11:54:33.901162,-2.665953E-3,2.372429E-1,4.920436E-4
5/7/2021  11:54:33.901165,2.167733E-3,2.356650E-1,-1.518851E-3
5/7/2021  11:54:33.901167,1.845487E-3,2.294178E-1,-3.394613E-3
5/7/2021  11:54:33.901170,5.390190E-3,2.188716E-1,-5.154547E-3
5/7/2021  11:54:33.901172,7.001418E-3,2.043325E-1,-6.763262E-3
5/7/2021  11:54:33.901175,7.968156E-3,1.863316E-1,-8.195018E-3
5/7/2021  11:54:33.901177,1.022388E-2,1.651750E-1,-9.407988E-3
5/7/2021  11:54:33.901180,1.215735E-2,1.414102E-1,-1.037322E-2
5/7/2021  11:54:33.901182,1.376858E-2,1.156167E-1,-1.115183E-2
5/7/2021  11:54:33.901185,1.312409E-2,8.830989E-2,-1.170201E-2
5/7/2021  11:54:33.901187,1.570205E-2,6.010148E-2,-1.194332E-2
5/7/2021  11:54:33.901190,1.409082E-2,3.155502E-2,-1.194654E-2
5/7/2021  11:54:33.901192,1.441307E-2,3.169611E-3,-1.176958E-2
5/7/2021  11:54:33.901195,1.247960E-2,-2.433023E-2,-1.127410E-2
5/7/2021  11:54:33.901197,1.344633E-2,-5.052590E-2,-1.069818E-2
5/7/2021  11:54:33.901200,1.151286E-2,-7.485390E-2,-9.810167E-3
5/7/2021  11:54:33.901202,1.151286E-2,-9.696002E-2,-8.812764E-3
5/7/2021  11:54:33.901205,9.257138E-3,-1.164740E-1,-7.654490E-3
5/7/2021  11:54:33.901207,9.579384E-3,-1.330093E-1,-6.422215E-3
5/7/2021  11:54:33.901210,5.067944E-3,-1.464372E-1,-5.061242E-3
5/7/2021  11:54:33.901212,4.423453E-3,-1.565162E-1,-3.658443E-3
5/7/2021  11:54:33.901215,2.812224E-3,-1.632624E-1,-2.213816E-3
5/7/2021  11:54:33.901217,5.565042E-4,-1.665791E-1,-7.531026E-4
5/7/2021  11:54:33.901220,-7.324786E-4,-1.665147E-1,6.496978E-4
5/7/2021  11:54:33.901222,-2.665953E-3,-1.631980E-1,2.001020E-3
5/7/2021  11:54:33.901225,-3.310444E-3,-1.567738E-1,3.255819E-3
5/7/2021  11:54:33.901227,-6.855147E-3,-1.474999E-1,4.430183E-3
5/7/2021  11:54:33.901230,-6.210656E-3,-1.355371E-1,5.456545E-3
5/7/2021  11:54:33.901232,-8.788621E-3,-1.213524E-1,6.418558E-3
5/7/2021  11:54:33.901235,-8.788621E-3,-1.051391E-1,7.155351E-3
5/7/2021  11:54:33.901237,-1.136659E-2,-8.741236E-2,7.766665E-3
5/7/2021  11:54:33.901240,-9.755358E-3,-6.846196E-2,8.172062E-3
5/7/2021  11:54:33.901242,-1.265557E-2,-4.873873E-2,8.410153E-3
5/7/2021  11:54:33.901245,-1.072210E-2,-2.867739E-2,8.506676E-3
5/7/2021  11:54:33.901247,-1.168883E-2,-8.632138E-3,8.377978E-3
5/7/2021  11:54:33.901250,-9.755358E-3,1.097841E-2,8.149540E-3
5/7/2021  11:54:33.901252,-1.168883E-2,2.973564E-2,7.747360E-3
5/7/2021  11:54:33.901255,-9.755358E-3,4.733365E-2,7.145699E-3
5/7/2021  11:54:33.901257,-9.110867E-3,6.345042E-2,6.482907E-3
5/7/2021  11:54:33.901260,-9.110867E-3,7.776393E-2,5.726809E-3
5/7/2021  11:54:33.901262,-7.499638E-3,9.009707E-2,4.880624E-3
5/7/2021  11:54:33.901265,-5.566164E-3,1.003210E-1,3.944350E-3
5/7/2021  11:54:33.901267,-4.277181E-3,1.081782E-1,2.917988E-3
5/7/2021  11:54:33.901270,-4.277181E-3,1.137168E-1,1.959193E-3
5/7/2021  11:54:33.901272,-1.054724E-3,1.168082E-1,9.038749E-4
5/7/2021  11:54:33.901275,-2.021461E-3,1.175327E-1,-9.996396E-5
5/7/2021  11:54:33.901277,5.565042E-4,1.159226E-1,-1.068411E-3
5/7/2021  11:54:33.901280,5.565042E-4,1.119941E-1,-1.953204E-3
5/7/2021  11:54:33.901282,4.101207E-3,1.060690E-1,-2.844433E-3
5/7/2021  11:54:33.901285,2.489978E-3,9.822793E-2,-3.561920E-3
5/7/2021  11:54:33.901287,5.067944E-3,8.869630E-2,-4.237580E-3
5/7/2021  11:54:33.901290,5.067944E-3,7.766732E-2,-4.813500E-3
5/7/2021  11:54:33.901292,7.323664E-3,6.547910E-2,-5.283245E-3
5/7/2021  11:54:33.901295,5.067944E-3,5.235706E-2,-5.617857E-3
5/7/2021  11:54:33.901297,7.001418E-3,3.868760E-2,-5.814120E-3
5/7/2021  11:54:33.901300,6.356927E-3,2.453514E-2,-5.923513E-3
5/7/2021  11:54:33.901302,6.034681E-3,1.038269E-2,-5.884904E-3
5/7/2021  11:54:33.901305,6.356927E-3,-3.512144E-3,-5.727250E-3
5/7/2021  11:54:33.901307,7.001418E-3,-1.697225E-2,-5.440899E-3
5/7/2021  11:54:33.901310,6.356927E-3,-2.957902E-2,-5.132025E-3
5/7/2021  11:54:33.901312,5.067944E-3,-4.126806E-2,-4.636541E-3
5/7/2021  11:54:33.901315,6.034681E-3,-5.174955E-2,-4.157144E-3
5/7/2021  11:54:33.901317,3.134470E-3,-6.089468E-2,-3.549050E-3
5/7/2021  11:54:33.901320,3.456716E-3,-6.855857E-2,-2.892694E-3
5/7/2021  11:54:33.901322,1.523241E-3,-7.464459E-2,-2.210599E-3
5/7/2021  11:54:33.901325,3.134470E-3,-7.907225E-2,-1.528504E-3
5/7/2021  11:54:33.901327,-8.798718E-5,-8.172885E-2,-7.949292E-4
5/7/2021  11:54:33.901330,8.787499E-4,-8.266269E-2,-6.778964E-5
5/7/2021  11:54:33.901332,-1.376970E-3,-8.208307E-2,6.078711E-4
5/7/2021  11:54:33.901335,-8.798718E-5,-7.982898E-2,1.251358E-3
5/7/2021  11:54:33.901337,-3.954936E-3,-7.604534E-2,1.894844E-3
5/7/2021  11:54:33.901340,-2.343707E-3,-7.087705E-2,2.438591E-3
5/7/2021  11:54:33.901342,-3.954936E-3,-6.446901E-2,2.930858E-3
5/7/2021  11:54:33.901345,-5.566164E-3,-5.699834E-2,3.355559E-3
5/7/2021  11:54:33.901347,-5.243918E-3,-4.865823E-2,3.719129E-3
5/7/2021  11:54:33.901350,-4.921673E-3,-3.959360E-2,3.934698E-3
5/7/2021  11:54:33.901352,-5.888410E-3,-2.998154E-2,4.127744E-3
5/7/2021  11:54:33.901355,-6.210656E-3,-2.011187E-2,4.233919E-3
5/7/2021  11:54:33.901357,-4.921673E-3,-1.012949E-2,4.179223E-3
