waveform,Trig,V_R
4/16/2021  12:49:10.593940,5.039573E+0,-2.768726E-2
4/16/2021  12:49:10.593942,5.025394E+0,-1.989455E-2
4/16/2021  12:49:10.593943,5.011537E+0,-1.013755E-2
4/16/2021  12:49:10.593945,4.997680E+0,8.430969E-4
4/16/2021  12:49:10.593946,4.975767E+0,1.215221E-2
4/16/2021  12:49:10.593948,4.958687E+0,2.279800E-2
4/16/2021  12:49:10.593949,4.940319E+0,3.188526E-2
4/16/2021  12:49:10.593951,4.936129E+0,3.876350E-2
4/16/2021  12:49:10.593952,4.917116E+0,4.259549E-2
4/16/2021  12:49:10.593954,4.922272E+0,4.343917E-2
4/16/2021  12:49:10.593955,4.922917E+0,4.132675E-2
4/16/2021  12:49:10.593957,4.924528E+0,3.651584E-2
4/16/2021  12:49:10.593958,4.936774E+0,2.919321E-2
4/16/2021  12:49:10.593960,4.948053E+0,2.021545E-2
4/16/2021  12:49:10.593961,4.963199E+0,1.031674E-2
4/16/2021  12:49:10.593963,4.978989E+0,4.502406E-4
4/16/2021  12:49:10.593964,5.000580E+0,-8.572570E-3
4/16/2021  12:49:10.593966,5.007025E+0,-1.613988E-2
4/16/2021  12:49:10.593967,5.018949E+0,-2.170426E-2
4/16/2021  12:49:10.593969,5.028294E+0,-2.478915E-2
4/16/2021  12:49:10.593970,5.027005E+0,-2.528505E-2
4/16/2021  12:49:10.593972,5.027650E+0,-2.325636E-2
4/16/2021  12:49:10.593973,5.024749E+0,-1.879326E-2
4/16/2021  12:49:10.593975,5.009603E+0,-1.246893E-2
4/16/2021  12:49:10.593976,5.001869E+0,-4.695532E-3
4/16/2021  12:49:10.593978,4.992846E+0,3.915105E-3
4/16/2021  12:49:10.593979,4.978345E+0,1.253219E-2
4/16/2021  12:49:10.593981,4.959976E+0,2.052458E-2
4/16/2021  12:49:10.593982,4.951597E+0,2.719028E-2
4/16/2021  12:49:10.593984,4.942574E+0,3.207847E-2
4/16/2021  12:49:10.593985,4.931295E+0,3.464171E-2
4/16/2021  12:49:10.593987,4.936774E+0,3.484780E-2
4/16/2021  12:49:10.593988,4.932584E+0,3.265165E-2
4/16/2021  12:49:10.593990,4.939996E+0,2.837529E-2
4/16/2021  12:49:10.593991,4.948375E+0,2.236650E-2
4/16/2021  12:49:10.593993,4.964810E+0,1.532727E-2
4/16/2021  12:49:10.593994,4.969322E+0,7.650462E-3
4/16/2021  12:49:10.593996,4.980278E+0,9.602590E-5
4/16/2021  12:49:10.593997,4.999614E+0,-6.640491E-3
4/16/2021  12:49:10.593999,4.999291E+0,-1.222420E-2
4/16/2021  12:49:10.594000,5.010248E+0,-1.606903E-2
4/16/2021  12:49:10.594002,5.018949E+0,-1.796891E-2
4/16/2021  12:49:10.594003,5.014437E+0,-1.787875E-2
4/16/2021  12:49:10.594005,5.015082E+0,-1.582430E-2
4/16/2021  12:49:10.594006,5.016049E+0,-1.190863E-2
4/16/2021  12:49:10.594008,5.004770E+0,-6.679133E-3
4/16/2021  12:49:10.594009,4.992202E+0,-4.191954E-4
4/16/2021  12:49:10.594011,4.988335E+0,6.272244E-3
4/16/2021  12:49:10.594012,4.973511E+0,1.284776E-2
4/16/2021  12:49:10.594014,4.960298E+0,1.881146E-2
4/16/2021  12:49:10.594015,4.955787E+0,2.360948E-2
4/16/2021  12:49:10.594017,4.947086E+0,2.686182E-2
4/16/2021  12:49:10.594018,4.939996E+0,2.838817E-2
4/16/2021  12:49:10.594020,4.944186E+0,2.803396E-2
4/16/2021  12:49:10.594021,4.950631E+0,2.581206E-2
4/16/2021  12:49:10.594023,4.944830E+0,2.207669E-2
4/16/2021  12:49:10.594024,4.958043E+0,1.720139E-2
4/16/2021  12:49:10.594026,4.967388E+0,1.154039E-2
4/16/2021  12:49:10.594027,4.974155E+0,5.531613E-3
4/16/2021  12:49:10.594029,4.985112E+0,-1.487042E-4
4/16/2021  12:49:10.594030,4.997358E+0,-5.127029E-3
4/16/2021  12:49:10.594032,4.999936E+0,-9.081351E-3
4/16/2021  12:49:10.594033,5.003481E+0,-1.158017E-2
4/16/2021  12:49:10.594035,5.011537E+0,-1.261061E-2
4/16/2021  12:49:10.594036,5.008637E+0,-1.208251E-2
4/16/2021  12:49:10.594038,5.004125E+0,-1.000875E-2
4/16/2021  12:49:10.594039,5.005736E+0,-6.646932E-3
4/16/2021  12:49:10.594041,4.993491E+0,-2.235350E-3
4/16/2021  12:49:10.594042,4.988012E+0,2.762297E-3
4/16/2021  12:49:10.594044,4.985434E+0,7.953155E-3
4/16/2021  12:49:10.594045,4.969644E+0,1.293149E-2
4/16/2021  12:49:10.594047,4.964165E+0,1.729156E-2
4/16/2021  12:49:10.594048,4.961587E+0,2.065339E-2
4/16/2021  12:49:10.594050,4.957720E+0,2.273360E-2
4/16/2021  12:49:10.594051,4.950631E+0,2.346135E-2
4/16/2021  12:49:10.594053,4.955142E+0,2.266275E-2
4/16/2021  12:49:10.594054,4.956431E+0,2.055034E-2
4/16/2021  12:49:10.594056,4.956754E+0,1.734952E-2
4/16/2021  12:49:10.594057,4.966099E+0,1.331146E-2
4/16/2021  12:49:10.594059,4.973511E+0,8.803271E-3
4/16/2021  12:49:10.594060,4.975444E+0,4.198477E-3
4/16/2021  12:49:10.594062,4.987368E+0,-6.498077E-5
4/16/2021  12:49:10.594063,4.994780E+0,-3.690850E-3
4/16/2021  12:49:10.594065,4.997358E+0,-6.434403E-3
4/16/2021  12:49:10.594066,5.000580E+0,-8.025148E-3
4/16/2021  12:49:10.594068,5.007670E+0,-8.366482E-3
4/16/2021  12:49:10.594069,5.003158E+0,-7.490606E-3
4/16/2021  12:49:10.594071,4.998647E+0,-5.481244E-3
4/16/2021  12:49:10.594072,5.000258E+0,-2.583125E-3
4/16/2021  12:49:10.594074,4.989946E+0,9.847828E-4
4/16/2021  12:49:10.594075,4.982534E+0,4.984190E-3
4/16/2021  12:49:10.594077,4.980278E+0,9.002920E-3
4/16/2021  12:49:10.594078,4.975767E+0,1.271252E-2
4/16/2021  12:49:10.594080,4.960298E+0,1.584893E-2
4/16/2021  12:49:10.594081,4.965132E+0,1.811591E-2
4/16/2021  12:49:10.594083,4.959976E+0,1.938465E-2
4/16/2021  12:49:10.594084,4.955787E+0,1.951345E-2
4/16/2021  12:49:10.594086,4.963843E+0,1.848945E-2
4/16/2021  12:49:10.594087,4.961265E+0,1.654448E-2
4/16/2021  12:49:10.594089,4.965777E+0,1.378804E-2
4/16/2021  12:49:10.594090,4.971577E+0,1.052282E-2
4/16/2021  12:49:10.594092,4.982212E+0,6.974234E-3
4/16/2021  12:49:10.594093,4.980600E+0,3.387003E-3
4/16/2021  12:49:10.594095,4.984790E+0,2.183910E-4
4/16/2021  12:49:10.594096,4.997680E+0,-2.338395E-3
4/16/2021  12:49:10.594098,4.994457E+0,-4.141669E-3
4/16/2021  12:49:10.594099,4.995102E+0,-5.075507E-3
4/16/2021  12:49:10.594101,5.001547E+0,-4.998224E-3
4/16/2021  12:49:10.594102,4.994135E+0,-3.929140E-3
4/16/2021  12:49:10.594104,4.993813E+0,-2.106545E-3
4/16/2021  12:49:10.594105,4.992846E+0,4.631211E-4
4/16/2021  12:49:10.594107,4.992524E+0,3.419204E-3
4/16/2021  12:49:10.594108,4.975767E+0,6.523415E-3
4/16/2021  12:49:10.594110,4.980278E+0,9.614746E-3
4/16/2021  12:49:10.594111,4.972544E+0,1.238406E-2
4/16/2021  12:49:10.594113,4.966099E+0,1.454800E-2
4/16/2021  12:49:10.594114,4.968355E+0,1.599706E-2
4/16/2021  12:49:10.594116,4.962876E+0,1.664109E-2
4/16/2021  12:49:10.594117,4.961265E+0,1.631907E-2
4/16/2021  12:49:10.594119,4.963843E+0,1.528219E-2
4/16/2021  12:49:10.594120,4.971255E+0,1.353687E-2
4/16/2021  12:49:10.594122,4.968677E+0,1.110245E-2
4/16/2021  12:49:10.594123,4.971900E+0,8.455496E-3
4/16/2021  12:49:10.594125,4.981889E+0,5.673299E-3
4/16/2021  12:49:10.594126,4.980600E+0,2.961945E-3
4/16/2021  12:49:10.594128,4.986079E+0,6.885305E-4
4/16/2021  12:49:10.594129,4.995102E+0,-1.050342E-3
4/16/2021  12:49:10.594131,4.989624E+0,-2.235350E-3
4/16/2021  12:49:10.594132,4.991879E+0,-2.550923E-3
4/16/2021  12:49:10.594134,4.994780E+0,-2.158067E-3
4/16/2021  12:49:10.594135,4.992846E+0,-1.134065E-3
4/16/2021  12:49:10.594137,4.985434E+0,5.919265E-4
4/16/2021  12:49:10.594138,4.990590E+0,2.723655E-3
4/16/2021  12:49:10.594140,4.984790E+0,5.080794E-3
4/16/2021  12:49:10.594141,4.977378E+0,7.502336E-3
4/16/2021  12:49:10.594143,4.978667E+0,9.878797E-3
4/16/2021  12:49:10.594144,4.969322E+0,1.184308E-2
4/16/2021  12:49:10.594146,4.969322E+0,1.331146E-2
4/16/2021  12:49:10.594147,4.968033E+0,1.415514E-2
4/16/2021  12:49:10.594149,4.972544E+0,1.431615E-2
4/16/2021  12:49:10.594150,4.962876E+0,1.384601E-2
4/16/2021  12:49:10.594152,4.968033E+0,1.280268E-2
4/16/2021  12:49:10.594153,4.973833E+0,1.116041E-2
4/16/2021  12:49:10.594155,4.971900E+0,9.170367E-3
4/16/2021  12:49:10.594156,4.977378E+0,7.057957E-3
4/16/2021  12:49:10.594158,4.984145E+0,4.951988E-3
4/16/2021  12:49:10.594159,4.978667E+0,2.903983E-3
4/16/2021  12:49:10.594161,4.986723E+0,1.235953E-3
4/16/2021  12:49:10.594162,4.992524E+0,1.089064E-4
4/16/2021  12:49:10.594164,4.989946E+0,-4.964786E-4
4/16/2021  12:49:10.594165,4.987368E+0,-5.802021E-4
4/16/2021  12:49:10.594167,4.994135E+0,-5.210024E-5
4/16/2021  12:49:10.594168,4.988657E+0,1.049185E-3
4/16/2021  12:49:10.594170,4.983179E+0,2.549768E-3
4/16/2021  12:49:10.594171,4.989946E+0,4.249999E-3
4/16/2021  12:49:10.594173,4.979311E+0,6.214282E-3
4/16/2021  12:49:10.594174,4.976089E+0,8.114162E-3
4/16/2021  12:49:10.594176,4.975767E+0,9.840155E-3
4/16/2021  12:49:10.594177,4.977056E+0,1.125058E-2
4/16/2021  12:49:10.594179,4.965777E+0,1.210713E-2
4/16/2021  12:49:10.594180,4.971577E+0,1.257083E-2
4/16/2021  12:49:10.594182,4.973189E+0,1.253219E-2
4/16/2021  12:49:10.594183,4.971900E+0,1.186884E-2
4/16/2021  12:49:10.594185,4.973511E+0,1.084484E-2
4/16/2021  12:49:10.594186,4.975767E+0,9.485940E-3
4/16/2021  12:49:10.594188,4.974800E+0,7.875872E-3
4/16/2021  12:49:10.594189,4.980600E+0,6.104797E-3
4/16/2021  12:49:10.594191,4.985434E+0,4.520490E-3
4/16/2021  12:49:10.594192,4.982534E+0,3.058549E-3
4/16/2021  12:49:10.594194,4.982856E+0,1.892861E-3
4/16/2021  12:49:10.594195,4.991235E+0,1.165110E-3
4/16/2021  12:49:10.594197,4.987046E+0,8.752982E-4
4/16/2021  12:49:10.594198,4.988335E+0,1.107148E-3
4/16/2021  12:49:10.594200,4.992202E+0,1.738294E-3
4/16/2021  12:49:10.594201,4.984145E+0,2.730095E-3
4/16/2021  12:49:10.594203,4.983823E+0,3.966627E-3
4/16/2021  12:49:10.594204,4.979956E+0,5.460770E-3
4/16/2021  12:49:10.594206,4.983179E+0,6.993554E-3
4/16/2021  12:49:10.594207,4.975767E+0,8.410414E-3
4/16/2021  12:49:10.594209,4.978345E+0,9.672708E-3
4/16/2021  12:49:10.594210,4.978022E+0,1.061299E-2
4/16/2021  12:49:10.594212,4.971577E+0,1.110889E-2
4/16/2021  12:49:10.594213,4.975444E+0,1.128922E-2
4/16/2021  12:49:10.594215,4.974478E+0,1.103161E-2
4/16/2021  12:49:10.594216,4.970288E+0,1.034250E-2
4/16/2021  12:49:10.594218,4.974478E+0,9.389336E-3
4/16/2021  12:49:10.594219,4.979956E+0,8.191445E-3
4/16/2021  12:49:10.594221,4.977700E+0,6.845428E-3
4/16/2021  12:49:10.594222,4.978989E+0,5.570254E-3
4/16/2021  12:49:10.594224,4.987690E+0,4.340163E-3
4/16/2021  12:49:10.594225,4.983501E+0,3.245317E-3
4/16/2021  12:49:10.594227,4.984790E+0,2.556208E-3
4/16/2021  12:49:10.594228,4.990913E+0,2.195553E-3
4/16/2021  12:49:10.594230,4.984145E+0,2.124710E-3
4/16/2021  12:49:10.594231,4.987368E+0,2.453164E-3
4/16/2021  12:49:10.594233,4.988012E+0,3.116512E-3
4/16/2021  12:49:10.594234,4.988335E+0,4.063231E-3
4/16/2021  12:49:10.594236,4.978667E+0,5.119435E-3
4/16/2021  12:49:10.594237,4.982856E+0,6.272244E-3
4/16/2021  12:49:10.594239,4.979634E+0,7.437933E-3
4/16/2021  12:49:10.594240,4.974800E+0,8.455496E-3
4/16/2021  12:49:10.594242,4.979311E+0,9.305612E-3
4/16/2021  12:49:10.594243,4.975767E+0,9.827275E-3
4/16/2021  12:49:10.594245,4.973189E+0,1.013641E-2
4/16/2021  12:49:10.594246,4.971577E+0,1.008489E-2
4/16/2021  12:49:10.594248,4.979956E+0,9.737111E-3
4/16/2021  12:49:10.594249,4.973511E+0,9.073763E-3
4/16/2021  12:49:10.594251,4.977056E+0,8.255848E-3
4/16/2021  12:49:10.594252,4.981245E+0,7.289807E-3
4/16/2021  12:49:10.594254,4.978667E+0,6.227162E-3
4/16/2021  12:49:10.594255,4.982212E+0,5.228920E-3
4/16/2021  12:49:10.594257,4.987368E+0,4.391685E-3
4/16/2021  12:49:10.594258,4.982856E+0,3.683255E-3
4/16/2021  12:49:10.594260,4.983823E+0,3.245317E-3
4/16/2021  12:49:10.594261,4.988335E+0,3.058549E-3
4/16/2021  12:49:10.594263,4.987046E+0,3.193795E-3
4/16/2021  12:49:10.594264,4.980600E+0,3.573771E-3
4/16/2021  12:49:10.594266,4.988657E+0,4.166275E-3
4/16/2021  12:49:10.594267,4.984468E+0,4.906907E-3
4/16/2021  12:49:10.594269,4.981245E+0,5.802104E-3
4/16/2021  12:49:10.594270,4.984145E+0,6.742384E-3
4/16/2021  12:49:10.594272,4.978989E+0,7.618261E-3
4/16/2021  12:49:10.594273,4.975767E+0,8.326691E-3
4/16/2021  12:49:10.594275,4.979311E+0,8.906315E-3
4/16/2021  12:49:10.594276,4.982856E+0,9.273411E-3
4/16/2021  12:49:10.594278,4.973833E+0,9.337814E-3
4/16/2021  12:49:10.594279,4.974800E+0,9.183247E-3
4/16/2021  12:49:10.594281,4.977056E+0,8.796831E-3
4/16/2021  12:49:10.594282,4.973833E+0,8.191445E-3
4/16/2021  12:49:10.594284,4.979956E+0,7.437933E-3
4/16/2021  12:49:10.594285,4.981245E+0,6.665101E-3
4/16/2021  12:49:10.594287,4.977378E+0,5.814985E-3
4/16/2021  12:49:10.594288,4.980923E+0,5.125876E-3
4/16/2021  12:49:10.594290,4.984790E+0,4.475408E-3
4/16/2021  12:49:10.594291,4.984790E+0,4.050351E-3
4/16/2021  12:49:10.594293,4.982534E+0,3.728337E-3
4/16/2021  12:49:10.594294,4.988657E+0,3.805620E-3
4/16/2021  12:49:10.594296,4.984145E+0,3.998828E-3
4/16/2021  12:49:10.594297,4.980278E+0,4.359484E-3
4/16/2021  12:49:10.594299,4.988012E+0,4.932668E-3
4/16/2021  12:49:10.594300,4.979956E+0,5.615336E-3
4/16/2021  12:49:10.594302,4.979311E+0,6.304445E-3
4/16/2021  12:49:10.594303,4.980600E+0,7.025756E-3
4/16/2021  12:49:10.594305,4.981245E+0,7.714865E-3
4/16/2021  12:49:10.594306,4.974478E+0,8.172124E-3
4/16/2021  12:49:10.594308,4.977056E+0,8.552100E-3
4/16/2021  12:49:10.594309,4.979634E+0,8.706667E-3
4/16/2021  12:49:10.594311,4.974155E+0,8.648705E-3
4/16/2021  12:49:10.594312,4.979956E+0,8.449056E-3
4/16/2021  12:49:10.594314,4.979634E+0,8.049759E-3
4/16/2021  12:49:10.594315,4.974800E+0,7.502336E-3
4/16/2021  12:49:10.594317,4.977700E+0,6.877630E-3
4/16/2021  12:49:10.594318,4.982534E+0,6.291565E-3
4/16/2021  12:49:10.594320,4.982212E+0,5.666858E-3
4/16/2021  12:49:10.594321,4.978345E+0,5.100115E-3
4/16/2021  12:49:10.594323,4.986079E+0,4.758780E-3
4/16/2021  12:49:10.594324,4.983179E+0,4.385245E-3
4/16/2021  12:49:10.594326,4.979311E+0,4.320842E-3
4/16/2021  12:49:10.594327,4.989946E+0,4.398125E-3
4/16/2021  12:49:10.594329,4.979634E+0,4.642855E-3
4/16/2021  12:49:10.594330,4.982856E+0,5.067913E-3
4/16/2021  12:49:10.594332,4.982534E+0,5.563814E-3
4/16/2021  12:49:10.594333,4.982856E+0,6.079036E-3
