waveform,V_S,V_C,V_R
t0,5/7/2021  10:09:21.567985,5/7/2021  10:09:21.567986,5/7/2021  10:09:21.567987
delta t,2.500000E-6,2.500000E-6,2.500000E-6

time,V_S,V_C,V_R
5/7/2021  10:09:21.567985,4.232970E+0,-1.684476E-2,1.441307E-2
5/7/2021  10:09:21.567987,-5.390302E-2,3.084760E-2,1.376858E-2
5/7/2021  10:09:21.567990,-4.520238E-2,8.144018E-2,1.151286E-2
5/7/2021  10:09:21.567992,-4.713586E-2,1.246211E-1,9.579384E-3
5/7/2021  10:09:21.567995,-4.455789E-2,1.587792E-1,7.001418E-3
5/7/2021  10:09:21.567997,-4.165768E-2,1.839143E-1,4.423453E-3
5/7/2021  10:09:21.568000,-3.843522E-2,1.984154E-1,1.523241E-3
5/7/2021  10:09:21.568002,-3.456828E-2,2.019601E-1,-1.054724E-3
5/7/2021  10:09:21.568005,-2.876785E-2,1.948707E-1,-3.954936E-3
5/7/2021  10:09:21.568007,-2.941235E-2,1.790807E-1,-6.210656E-3
5/7/2021  10:09:21.568010,-2.747887E-2,1.549122E-1,-8.466375E-3
5/7/2021  10:09:21.568012,-2.393417E-2,1.230099E-1,-9.755358E-3
5/7/2021  10:09:21.568015,-2.071171E-2,8.595162E-2,-1.136659E-2
5/7/2021  10:09:21.568017,-2.167845E-2,4.502641E-2,-1.168883E-2
5/7/2021  10:09:21.568020,-2.328968E-2,2.167733E-3,-1.201108E-2
5/7/2021  10:09:21.568022,-1.748925E-2,-4.036870E-2,-1.233332E-2
5/7/2021  10:09:21.568025,-1.910048E-2,-8.161614E-2,-1.104434E-2
5/7/2021  10:09:21.568027,-2.167845E-2,-1.177077E-1,-9.110867E-3
5/7/2021  10:09:21.568030,-2.522315E-2,-1.496100E-1,-7.821884E-3
5/7/2021  10:09:21.568032,-2.522315E-2,-1.744229E-1,-6.210656E-3
5/7/2021  10:09:21.568035,-2.844561E-2,-1.927909E-1,-3.954936E-3
5/7/2021  10:09:21.568037,-3.070133E-2,-2.031027E-1,-1.376970E-3
5/7/2021  10:09:21.568040,-3.617950E-2,-2.053585E-1,5.565042E-4
5/7/2021  10:09:21.568042,-3.489052E-2,-2.008470E-1,1.845487E-3
5/7/2021  10:09:21.568045,-3.843522E-2,-1.895684E-1,3.778961E-3
5/7/2021  10:09:21.568047,-3.972421E-2,-1.712004E-1,5.390190E-3
5/7/2021  10:09:21.568050,-4.230217E-2,-1.479987E-1,6.356927E-3
5/7/2021  10:09:21.568052,-3.972421E-2,-1.206079E-1,7.001418E-3
5/7/2021  10:09:21.568055,-4.133544E-2,-9.031678E-2,7.001418E-3
5/7/2021  10:09:21.568057,-4.326891E-2,-5.905895E-2,7.968156E-3
5/7/2021  10:09:21.568060,-4.552463E-2,-2.747887E-2,7.323664E-3
5/7/2021  10:09:21.568062,-4.165768E-2,2.167733E-3,6.679173E-3
5/7/2021  10:09:21.568065,-4.197993E-2,2.891413E-2,6.034681E-3
5/7/2021  10:09:21.568067,-4.004645E-2,5.243807E-2,4.423453E-3
5/7/2021  10:09:21.568070,-4.036870E-2,7.016158E-2,3.456716E-3
5/7/2021  10:09:21.568072,-4.036870E-2,8.337366E-2,1.523241E-3
5/7/2021  10:09:21.568075,-3.521277E-2,9.046306E-2,5.565042E-4
