waveform,V_S,V_C
t0,5/7/2021  12:55:11.549570,5/7/2021  12:55:11.549572
delta t,3.300000E-6,3.300000E-6

time,V_S,V_C
5/7/2021  12:55:11.549570,4.576493E+0,2.785187E-2
5/7/2021  12:55:11.549573,-2.071171E-2,7.766732E-2
5/7/2021  12:55:11.549576,-1.942273E-2,1.225723E-1
5/7/2021  12:55:11.549580,-1.684476E-2,1.613591E-1
5/7/2021  12:55:11.549583,-1.362231E-2,1.929974E-1
5/7/2021  12:55:11.549586,-1.104434E-2,2.166819E-1
5/7/2021  12:55:11.549590,-6.855147E-3,2.320262E-1
5/7/2021  12:55:11.549593,-3.310444E-3,2.388852E-1
5/7/2021  12:55:11.549596,-4.102329E-4,2.373073E-1
5/7/2021  12:55:11.549600,3.456716E-3,2.277916E-1
5/7/2021  12:55:11.549603,6.356927E-3,2.109661E-1
5/7/2021  12:55:11.549606,8.290401E-3,1.875714E-1
5/7/2021  12:55:11.549609,1.119061E-2,1.587508E-1
5/7/2021  12:55:11.549613,1.247960E-2,1.256636E-1
5/7/2021  12:55:11.549616,1.441307E-2,8.964625E-2
5/7/2021  12:55:11.549619,1.473532E-2,5.198674E-2
5/7/2021  12:55:11.549623,1.537981E-2,1.403753E-2
5/7/2021  12:55:11.549626,1.441307E-2,-2.292948E-2
5/7/2021  12:55:11.549629,1.376858E-2,-5.759406E-2
5/7/2021  12:55:11.549633,1.215735E-2,-8.884532E-2
5/7/2021  12:55:11.549636,1.022388E-2,-1.158299E-1
5/7/2021  12:55:11.549639,8.290401E-3,-1.376785E-1
5/7/2021  12:55:11.549642,5.712436E-3,-1.540367E-1
5/7/2021  12:55:11.549646,3.778961E-3,-1.643250E-1
5/7/2021  12:55:11.549649,1.200996E-3,-1.686883E-1
5/7/2021  12:55:11.549652,-7.324786E-4,-1.671748E-1
5/7/2021  12:55:11.549656,-3.310444E-3,-1.600101E-1
5/7/2021  12:55:11.549659,-5.566164E-3,-1.477736E-1
5/7/2021  12:55:11.549662,-7.821884E-3,-1.308518E-1
5/7/2021  12:55:11.549666,-9.433113E-3,-1.102913E-1
5/7/2021  12:55:11.549669,-1.039985E-2,-8.672004E-2
5/7/2021  12:55:11.549672,-1.072210E-2,-6.116839E-2
5/7/2021  12:55:11.549675,-1.136659E-2,-3.450581E-2
5/7/2021  12:55:11.549679,-1.136659E-2,-7.794906E-3
