waveform,V_S,V_C
t0,5/26/2021  09:55:56.417603,5/26/2021  09:55:56.417604
delta t,2.000000E-6,2.000000E-6

time,V_S,V_C
5/26/2021  09:55:56.417603,4.741948E+0,1.601493E-2
5/26/2021  09:55:56.417605,-2.412917E-2,4.914470E-2
5/26/2021  09:55:56.417607,-2.284080E-2,7.868297E-2
5/26/2021  09:55:56.417609,-2.090824E-2,1.062564E-1
5/26/2021  09:55:56.417611,-1.961987E-2,1.317040E-1
5/26/2021  09:55:56.417613,-1.833150E-2,1.545907E-1
5/26/2021  09:55:56.417615,-1.607685E-2,1.749489E-1
5/26/2021  09:55:56.417617,-1.414430E-2,1.923114E-1
5/26/2021  09:55:56.417619,-1.188965E-2,2.068232E-1
5/26/2021  09:55:56.417621,-9.634999E-3,2.182426E-1
5/26/2021  09:55:56.417623,-7.058258E-3,2.265212E-1
5/26/2021  09:55:56.417625,-4.159424E-3,2.317397E-1
5/26/2021  09:55:56.417627,-2.226868E-3,2.338496E-1
5/26/2021  09:55:56.417629,2.778109E-5,2.328833E-1
5/26/2021  09:55:56.417631,2.282430E-3,2.290016E-1
5/26/2021  09:55:56.417633,4.214986E-3,2.223497E-1
5/26/2021  09:55:56.417635,6.469635E-3,2.129919E-1
5/26/2021  09:55:56.417637,7.758005E-3,2.012987E-1
5/26/2021  09:55:56.417639,9.690562E-3,1.873185E-1
5/26/2021  09:55:56.417641,1.258940E-2,1.714217E-1
5/26/2021  09:55:56.417643,1.355567E-2,1.537210E-1
5/26/2021  09:55:56.417645,1.419986E-2,1.346353E-1
5/26/2021  09:55:56.417647,1.548823E-2,1.143577E-1
5/26/2021  09:55:56.417649,1.581032E-2,9.319444E-2
5/26/2021  09:55:56.417651,1.645451E-2,7.138697E-2
5/26/2021  09:55:56.417653,1.613242E-2,4.930576E-2
5/26/2021  09:55:56.417655,1.677660E-2,2.724071E-2
5/26/2021  09:55:56.417657,1.645451E-2,5.465607E-3
5/26/2021  09:55:56.417659,1.613242E-2,-1.572965E-2
5/26/2021  09:55:56.417661,1.613242E-2,-3.621622E-2
5/26/2021  09:55:56.417663,1.419986E-2,-5.559147E-2
5/26/2021  09:55:56.417665,1.419986E-2,-7.364603E-2
5/26/2021  09:55:56.417667,1.258940E-2,-9.026717E-2
5/26/2021  09:55:56.417669,1.194521E-2,-1.052616E-1
5/26/2021  09:55:56.417671,1.001265E-2,-1.184522E-1
5/26/2021  09:55:56.417673,8.724284E-3,-1.297746E-1
5/26/2021  09:55:56.417675,7.113820E-3,-1.391159E-1
5/26/2021  09:55:56.417677,5.181264E-3,-1.464279E-1
5/26/2021  09:55:56.417679,3.892893E-3,-1.515818E-1
5/26/2021  09:55:56.417681,2.926615E-3,-1.547546E-1
