waveform,V_S,V_C,V_R
t0,5/7/2021  09:43:33.111444,5/7/2021  09:43:33.111445,5/7/2021  09:43:33.111446
delta t,2.500000E-6,2.500000E-6,2.500000E-6

time,V_S,V_C,V_R
5/7/2021  09:43:33.111444,4.413432E+0,2.085798E-2,9.916370E-2
5/7/2021  09:43:33.111447,4.882313E+0,2.216171E-1,4.133534E-1
5/7/2021  09:43:33.111449,4.827207E+0,5.983227E-1,8.886666E-1
5/7/2021  09:43:33.111452,4.779191E+0,1.121329E+0,1.492880E+0
5/7/2021  09:43:33.111454,4.742454E+0,1.760023E+0,2.194413E+0
5/7/2021  09:43:33.111457,4.712484E+0,2.482503E+0,2.960399E+0
5/7/2021  09:43:33.111459,4.691215E+0,3.254936E+0,3.754748E+0
5/7/2021  09:43:33.111462,4.680259E+0,4.045097E+0,4.551679E+0
5/7/2021  09:43:33.111464,4.684126E+0,4.833008E+0,5.328959E+0
5/7/2021  09:43:33.111467,4.692504E+0,5.594499E+0,6.062419E+0
5/7/2021  09:43:33.111469,4.714096E+0,6.297991E+0,6.722086E+0
5/7/2021  09:43:33.111472,4.741809E+0,6.923500E+0,7.291526E+0
5/7/2021  09:43:33.111474,4.777902E+0,7.454592E+0,7.755266E+0
5/7/2021  09:43:33.111477,4.817862E+0,7.877083E+0,8.103959E+0
5/7/2021  09:43:33.111479,4.861688E+0,8.181304E+0,8.329870E+0
5/7/2021  09:43:33.111482,4.910027E+0,8.360808E+0,8.427518E+0
5/7/2021  09:43:33.111484,4.954820E+0,8.411082E+0,8.395291E+0
5/7/2021  09:43:33.111487,5.003158E+0,8.331159E+0,8.234801E+0
5/7/2021  09:43:33.111489,5.047630E+0,8.123296E+0,7.952816E+0
5/7/2021  09:43:33.111492,5.085334E+0,7.802639E+0,7.569318E+0
5/7/2021  09:43:33.111494,5.116592E+0,7.389494E+0,7.105579E+0
5/7/2021  09:43:33.111497,5.141084E+0,6.904165E+0,6.582547E+0
5/7/2021  09:43:33.111499,5.161708E+0,6.368566E+0,6.023425E+0
5/7/2021  09:43:33.111502,5.172665E+0,5.805578E+0,5.451095E+0
5/7/2021  09:43:33.111504,5.173309E+0,5.235827E+0,4.884568E+0
5/7/2021  09:43:33.111507,5.171054E+0,4.677681E+0,4.341570E+0
5/7/2021  09:43:33.111509,5.159452E+0,4.157241E+0,3.850134E+0
5/7/2021  09:43:33.111512,5.142695E+0,3.691909E+0,3.424762E+0
5/7/2021  09:43:33.111514,5.117237E+0,3.295540E+0,3.075442E+0
5/7/2021  09:43:33.111517,5.091779E+0,2.977801E+0,2.810553E+0
5/7/2021  09:43:33.111519,5.060842E+0,2.747714E+0,2.636861E+0
5/7/2021  09:43:33.111522,5.027650E+0,2.609147E+0,2.557910E+0
5/7/2021  09:43:33.111524,4.995746E+0,2.564032E+0,2.572089E+0
5/7/2021  09:43:33.111527,4.964165E+0,2.614303E+0,2.679075E+0
5/7/2021  09:43:33.111529,4.932907E+0,2.755771E+0,2.873392E+0
5/7/2021  09:43:33.111532,4.903581E+0,2.978767E+0,3.141826E+0
5/7/2021  09:43:33.111534,4.883924E+0,3.269115E+0,3.468266E+0
