waveform,V_S,V_C
t0,5/26/2021  09:40:26.390063,5/26/2021  09:40:26.390064
delta t,1.650000E-6,1.650000E-6

time,V_S,V_C
5/26/2021  09:40:26.390063,4.741626E+0,7.124508E-3
5/26/2021  09:40:26.390065,-2.477335E-2,4.081796E-2
5/26/2021  09:40:26.390066,-2.412917E-2,6.584653E-2
5/26/2021  09:40:26.390068,-2.251871E-2,8.965113E-2
5/26/2021  09:40:26.390070,-2.123033E-2,1.121190E-1
5/26/2021  09:40:26.390071,-1.929778E-2,1.330247E-1
5/26/2021  09:40:26.390073,-1.833150E-2,1.523037E-1
5/26/2021  09:40:26.390075,-1.704313E-2,1.697627E-1
5/26/2021  09:40:26.390076,-1.511057E-2,1.854019E-1
5/26/2021  09:40:26.390078,-1.350011E-2,1.989311E-1
5/26/2021  09:40:26.390079,-1.092337E-2,2.105276E-1
5/26/2021  09:40:26.390081,-8.668721E-3,2.199660E-1
5/26/2021  09:40:26.390083,-7.702443E-3,2.273105E-1
5/26/2021  09:40:26.390084,-6.091980E-3,2.324967E-1
5/26/2021  09:40:26.390086,-3.837331E-3,2.355247E-1
5/26/2021  09:40:26.390088,-1.582682E-3,2.364428E-1
5/26/2021  09:40:26.390089,2.778109E-5,2.352992E-1
5/26/2021  09:40:26.390091,2.604523E-3,2.321424E-1
5/26/2021  09:40:26.390093,3.892893E-3,2.269883E-1
5/26/2021  09:40:26.390094,5.181264E-3,2.200626E-1
5/26/2021  09:40:26.390096,7.758005E-3,2.113169E-1
5/26/2021  09:40:26.390098,9.046376E-3,2.009283E-1
5/26/2021  09:40:26.390099,1.033475E-2,1.890258E-1
5/26/2021  09:40:26.390101,1.194521E-2,1.757542E-1
5/26/2021  09:40:26.390103,1.355567E-2,1.612748E-1
5/26/2021  09:40:26.390104,1.419986E-2,1.456357E-1
5/26/2021  09:40:26.390106,1.548823E-2,1.291109E-1
5/26/2021  09:40:26.390108,1.581032E-2,1.118452E-1
5/26/2021  09:40:26.390109,1.613242E-2,9.395143E-2
5/26/2021  09:40:26.390111,1.677660E-2,7.560673E-2
5/26/2021  09:40:26.390112,1.709869E-2,5.710102E-2
5/26/2021  09:40:26.390114,1.677660E-2,3.838597E-2
5/26/2021  09:40:26.390116,1.709869E-2,1.978370E-2
5/26/2021  09:40:26.390117,1.677660E-2,1.406939E-3
5/26/2021  09:40:26.390119,1.677660E-2,-1.648662E-2
5/26/2021  09:40:26.390121,1.613242E-2,-3.392920E-2
5/26/2021  09:40:26.390122,1.516614E-2,-5.059868E-2
5/26/2021  09:40:26.390124,1.484404E-2,-6.654339E-2
5/26/2021  09:40:26.390126,1.387777E-2,-8.148954E-2
5/26/2021  09:40:26.390127,1.258940E-2,-9.540491E-2
5/26/2021  09:40:26.390129,1.194521E-2,-1.081123E-1
5/26/2021  09:40:26.390131,1.097893E-2,-1.196280E-1
5/26/2021  09:40:26.390132,9.690562E-3,-1.298551E-1
5/26/2021  09:40:26.390134,8.724284E-3,-1.386972E-1
5/26/2021  09:40:26.390136,6.791727E-3,-1.461702E-1
5/26/2021  09:40:26.390137,4.859171E-3,-1.521294E-1
5/26/2021  09:40:26.390139,4.214986E-3,-1.566873E-1
5/26/2021  09:40:26.390141,2.926615E-3,-1.597313E-1
5/26/2021  09:40:26.390142,9.940591E-4,-1.613096E-1
5/26/2021  09:40:26.390144,3.498738E-4,-1.615029E-1
5/26/2021  09:40:26.390145,-1.260590E-3,-1.602144E-1
5/26/2021  09:40:26.390147,-2.871053E-3,-1.576536E-1
5/26/2021  09:40:26.390149,-3.515238E-3,-1.536916E-1
5/26/2021  09:40:26.390150,-4.481516E-3,-1.485217E-1
5/26/2021  09:40:26.390152,-6.091980E-3,-1.421599E-1
5/26/2021  09:40:26.390154,-7.058258E-3,-1.347190E-1
5/26/2021  09:40:26.390155,-8.024536E-3,-1.262474E-1
5/26/2021  09:40:26.390157,-8.990814E-3,-1.168900E-1
5/26/2021  09:40:26.390159,-9.957092E-3,-1.066628E-1
5/26/2021  09:40:26.390160,-1.027918E-2,-9.579145E-2
5/26/2021  09:40:26.390162,-1.156756E-2,-8.430804E-2
5/26/2021  09:40:26.390164,-1.092337E-2,-7.237368E-2
5/26/2021  09:40:26.390165,-1.188965E-2,-6.000445E-2
5/26/2021  09:40:26.390167,-1.156756E-2,-4.745805E-2
5/26/2021  09:40:26.390169,-1.221174E-2,-3.471838E-2
5/26/2021  09:40:26.390170,-1.285593E-2,-2.199481E-2
5/26/2021  09:40:26.390172,-1.221174E-2,-9.319536E-3
5/26/2021  09:40:26.390174,-1.188965E-2,3.130262E-3
5/26/2021  09:40:26.390175,-1.156756E-2,1.529017E-2
5/26/2021  09:40:26.390177,-1.092337E-2,2.699912E-2
5/26/2021  09:40:26.390178,-1.060128E-2,3.825712E-2
5/26/2021  09:40:26.390180,-1.060128E-2,4.888701E-2
5/26/2021  09:40:26.390182,-9.634999E-3,5.887267E-2
5/26/2021  09:40:26.390183,-8.668721E-3,6.814968E-2
5/26/2021  09:40:26.390185,-8.346628E-3,7.654088E-2
5/26/2021  09:40:26.390187,-7.058258E-3,8.412678E-2
5/26/2021  09:40:26.390188,-6.414072E-3,9.073023E-2
5/26/2021  09:40:26.390190,-6.414072E-3,9.648007E-2
5/26/2021  09:40:26.390192,-4.481516E-3,1.012313E-1
5/26/2021  09:40:26.390193,-4.159424E-3,1.049840E-1
5/26/2021  09:40:26.390195,-2.871053E-3,1.077543E-1
5/26/2021  09:40:26.390197,-1.904775E-3,1.094776E-1
5/26/2021  09:40:26.390198,-9.384969E-4,1.102346E-1
5/26/2021  09:40:26.390200,-2.943116E-4,1.100091E-1
5/26/2021  09:40:26.390202,3.498738E-4,1.087851E-1
5/26/2021  09:40:26.390203,1.960337E-3,1.067074E-1
5/26/2021  09:40:26.390205,2.604523E-3,1.037278E-1
5/26/2021  09:40:26.390207,3.248708E-3,9.987843E-2
5/26/2021  09:40:26.390208,4.537079E-3,9.530433E-2
5/26/2021  09:40:26.390210,4.214986E-3,8.992493E-2
5/26/2021  09:40:26.390211,5.503357E-3,8.388519E-2
5/26/2021  09:40:26.390213,5.825449E-3,7.724954E-2
5/26/2021  09:40:26.390215,5.825449E-3,7.008239E-2
5/26/2021  09:40:26.390216,6.469635E-3,6.256093E-2
5/26/2021  09:40:26.390218,7.113820E-3,5.454018E-2
5/26/2021  09:40:26.390220,7.435913E-3,4.624564E-2
5/26/2021  09:40:26.390221,7.113820E-3,3.780616E-2
5/26/2021  09:40:26.390223,8.080098E-3,2.914120E-2
5/26/2021  09:40:26.390225,8.080098E-3,2.044404E-2
5/26/2021  09:40:26.390226,7.435913E-3,1.173078E-2
5/26/2021  09:40:26.390228,7.435913E-3,3.130262E-3
