0.00000,7.82184,3.14159
1010.10101,2.24686,-0.02161
2020.20202,2.26112,-0.02069
3030.30303,2.33088,-0.03531
4040.40404,2.44187,-0.05301
5050.50505,2.57835,-0.06844
6060.60606,2.77658,-0.08594
7070.70707,3.08124,-0.11732
8080.80808,3.47546,-0.15027
9090.90909,4.04996,-0.22089
10101.01010,4.96330,-0.31562
11111.11111,6.42011,-0.48330
12121.21212,8.81950,-0.79158
13131.31313,10.99395,-1.39684
14141.41414,8.78606,-2.09286
15151.51515,5.65881,-2.46117
16161.61616,3.90974,-2.61676
17171.71717,2.90720,-2.70480
18181.81818,2.29112,-2.75164
19191.91919,1.86545,-2.78155
20202.02020,1.56101,-2.80606
21212.12121,1.32253,-2.82423
22222.22222,1.15224,-2.83600
23232.32323,0.99964,-2.83688
24242.42424,0.89154,-2.84218
25252.52525,0.79776,-2.85027
26262.62626,0.71744,-2.85737
27272.72727,0.65298,-2.85612
28282.82828,0.57635,-2.86160
29292.92929,0.53403,-2.85417
30303.03030,0.48693,-2.86529
31313.13131,0.45809,-2.85144
32323.23232,0.41700,-2.84305
33333.33333,0.38406,-2.85323
34343.43434,0.36410,-2.83844
35353.53535,0.33342,-2.82029
36363.63636,0.30690,-2.80805
37373.73737,0.28892,-2.80509
38383.83838,0.28441,-2.78864
39393.93939,0.27200,-2.74198
40404.04040,0.25823,-2.79596
41414.14141,0.24954,-2.79278
42424.24242,0.23228,-2.85176
43434.34343,0.22454,-2.82161
44444.44444,0.20749,-2.84014
45454.54545,0.19695,-2.84177
46464.64646,0.18419,-2.82348
47474.74747,0.17435,-2.81310
48484.84848,0.17216,-2.82722
49494.94949,0.16066,-2.78837
50505.05051,0.15806,-2.85151
51515.15152,0.14703,-2.82927
52525.25253,0.14025,-2.80248
53535.35354,0.12736,-2.78537
54545.45455,0.12818,-2.77858
55555.55556,0.12016,-2.81341
56565.65657,0.11291,-2.73321
57575.75758,0.11268,-2.74060
58585.85859,0.10718,-2.69907
59595.95960,0.10418,-2.71124
60606.06061,0.09718,-2.66922
61616.16162,0.09683,-2.67586
62626.26263,0.09564,-2.68810
63636.36364,0.09429,-2.67860
64646.46465,0.08782,-2.63995
65656.56566,0.08516,-2.68040
66666.66667,0.08979,-2.64819
67676.76768,0.08206,-2.68418
68686.86869,0.07276,-2.77550
69696.96970,0.07446,-2.80777
70707.07071,0.07075,-2.70098
71717.17172,0.06413,-2.71796
72727.27273,0.06979,-2.61865
73737.37374,0.06589,-2.66668
74747.47475,0.06194,-2.63916
75757.57576,0.05312,-2.85246
76767.67677,0.05614,-2.62557
77777.77778,0.05887,-2.79347
78787.87879,0.05464,-2.76476
79797.97980,0.05276,-2.61402
80808.08081,0.03891,-2.67157
81818.18182,0.04910,-2.66620
82828.28283,0.05051,-2.70884
83838.38384,0.04236,-2.73200
84848.48485,0.03933,-2.80533
85858.58586,0.05050,-2.58021
86868.68687,0.04527,-2.73152
87878.78788,0.04071,-2.61907
88888.88889,0.04087,-2.56295
89898.98990,0.04314,-2.68927
90909.09091,0.03730,-2.79206
91919.19192,0.03323,-2.60929
92929.29293,0.03884,-2.63157
93939.39394,0.03692,-2.49929
94949.49495,0.03067,-2.67552
95959.59596,0.03908,-2.65110
96969.69697,0.03858,-2.72648
97979.79798,0.02842,-2.61363
98989.89899,0.03008,-2.76375
100000.00000,0.02858,-2.76474
101010.10101,0.03197,-2.36844
102020.20202,0.03281,-2.74133
103030.30303,0.02359,-2.79516
104040.40404,0.01957,-2.61674
105050.50505,0.02984,-2.65515
106060.60606,0.02121,-2.65270
107070.70707,0.02338,-2.80712
108080.80808,0.02522,-2.52897
109090.90909,0.02172,-2.76850
110101.01010,0.02335,-2.44720
111111.11111,0.02289,-2.76234
112121.21212,0.02207,-2.44293
113131.31313,0.01625,-2.63811
114141.41414,0.02031,-2.84372
115151.51515,0.02143,-2.84030
116161.61616,0.01533,-2.31271
117171.71717,0.01704,-2.43390
118181.81818,0.02255,-2.81837
119191.91919,0.02601,-2.86980
120202.02020,0.01872,-2.65146
