waveform,V_S,V_C
t0,5/7/2021  12:09:21.561839,5/7/2021  12:09:21.561839
delta t,1.650000E-6,1.650000E-6

time,V_S,V_C
5/7/2021  12:09:21.561839,1.576342E+0,1.511247E-3
5/7/2021  12:09:21.561840,-3.310444E-3,3.926340E-3
5/7/2021  12:09:21.561842,-2.021461E-3,6.405835E-3
5/7/2021  12:09:21.561844,-1.376970E-3,8.756525E-3
5/7/2021  12:09:21.561845,-3.632690E-3,1.101061E-2
5/7/2021  12:09:21.561847,-1.054724E-3,1.297489E-2
5/7/2021  12:09:21.561848,-2.988199E-3,1.498747E-2
5/7/2021  12:09:21.561850,-2.665953E-3,1.671023E-2
5/7/2021  12:09:21.561852,-1.376970E-3,1.823979E-2
5/7/2021  12:09:21.561853,-4.102329E-4,1.959224E-2
5/7/2021  12:09:21.561855,-3.310444E-3,2.078369E-2
5/7/2021  12:09:21.561857,-8.798718E-5,2.170143E-2
5/7/2021  12:09:21.561858,-1.699216E-3,2.249036E-2
5/7/2021  12:09:21.561860,-1.054724E-3,2.302168E-2
5/7/2021  12:09:21.561862,5.565042E-4,2.339199E-2
5/7/2021  12:09:21.561863,-2.021461E-3,2.345640E-2
5/7/2021  12:09:21.561865,-1.376970E-3,2.340809E-2
5/7/2021  12:09:21.561867,2.342585E-4,2.310218E-2
5/7/2021  12:09:21.561868,-4.102329E-4,2.261916E-2
5/7/2021  12:09:21.561870,-4.102329E-4,2.199124E-2
5/7/2021  12:09:21.561872,8.787499E-4,2.115401E-2
5/7/2021  12:09:21.561873,-1.054724E-3,2.017187E-2
5/7/2021  12:09:21.561875,1.200996E-3,1.899652E-2
5/7/2021  12:09:21.561877,2.342585E-4,1.774067E-2
5/7/2021  12:09:21.561878,5.565042E-4,1.630772E-2
5/7/2021  12:09:21.561880,5.565042E-4,1.477816E-2
5/7/2021  12:09:21.561881,2.489978E-3,1.313589E-2
5/7/2021  12:09:21.561883,-4.102329E-4,1.141313E-2
5/7/2021  12:09:21.561885,8.787499E-4,9.609858E-3
5/7/2021  12:09:21.561886,8.787499E-4,7.822689E-3
5/7/2021  12:09:21.561888,-7.324786E-4,5.987219E-3
5/7/2021  12:09:21.561890,1.523241E-3,4.087346E-3
5/7/2021  12:09:21.561891,-8.798718E-5,2.284077E-3
5/7/2021  12:09:21.561893,5.565042E-4,4.003049E-4
5/7/2021  12:09:21.561895,8.787499E-4,-1.402964E-3
5/7/2021  12:09:21.561896,1.200996E-3,-3.141830E-3
5/7/2021  12:09:21.561898,2.342585E-4,-4.832394E-3
5/7/2021  12:09:21.561900,1.845487E-3,-6.361952E-3
5/7/2021  12:09:21.561901,-8.798718E-5,-7.859309E-3
5/7/2021  12:09:21.561903,5.565042E-4,-9.324464E-3
5/7/2021  12:09:21.561905,1.200996E-3,-1.061251E-2
5/7/2021  12:09:21.561906,-4.102329E-4,-1.182006E-2
5/7/2021  12:09:21.561908,-8.798718E-5,-1.288270E-2
5/7/2021  12:09:21.561910,1.523241E-3,-1.383263E-2
5/7/2021  12:09:21.561911,-8.798718E-5,-1.460546E-2
5/7/2021  12:09:21.561913,2.342585E-4,-1.528169E-2
5/7/2021  12:09:21.561914,5.565042E-4,-1.579691E-2
5/7/2021  12:09:21.561916,-1.376970E-3,-1.611892E-2
5/7/2021  12:09:21.561918,-8.798718E-5,-1.626383E-2
5/7/2021  12:09:21.561919,-7.324786E-4,-1.639263E-2
5/7/2021  12:09:21.561921,-1.054724E-3,-1.626383E-2
5/7/2021  12:09:21.561923,-4.102329E-4,-1.600622E-2
5/7/2021  12:09:21.561924,5.565042E-4,-1.565200E-2
5/7/2021  12:09:21.561926,-2.343707E-3,-1.521729E-2
5/7/2021  12:09:21.561928,-8.798718E-5,-1.458936E-2
5/7/2021  12:09:21.561929,-1.376970E-3,-1.381653E-2
5/7/2021  12:09:21.561931,-2.021461E-3,-1.302760E-2
5/7/2021  12:09:21.561933,5.565042E-4,-1.209377E-2
5/7/2021  12:09:21.561934,-2.343707E-3,-1.109553E-2
5/7/2021  12:09:21.561936,-1.699216E-3,-1.008119E-2
5/7/2021  12:09:21.561938,-4.102329E-4,-8.889748E-3
5/7/2021  12:09:21.561939,-1.699216E-3,-7.714403E-3
5/7/2021  12:09:21.561941,-2.343707E-3,-6.474656E-3
5/7/2021  12:09:21.561943,-7.324786E-4,-5.218809E-3
5/7/2021  12:09:21.561944,-2.988199E-3,-3.898559E-3
5/7/2021  12:09:21.561946,-1.054724E-3,-2.642711E-3
5/7/2021  12:09:21.561947,-1.699216E-3,-1.290259E-3
5/7/2021  12:09:21.561949,-2.021461E-3,-6.661289E-5
5/7/2021  12:09:21.561951,-1.699216E-3,1.221436E-3
5/7/2021  12:09:21.561952,-7.324786E-4,2.445083E-3
5/7/2021  12:09:21.561954,-3.310444E-3,3.636529E-3
5/7/2021  12:09:21.561956,-1.054724E-3,4.731370E-3
5/7/2021  12:09:21.561957,-1.699216E-3,5.777911E-3
5/7/2021  12:09:21.561959,-2.665953E-3,6.743948E-3
5/7/2021  12:09:21.561961,-8.798718E-5,7.613381E-3
5/7/2021  12:09:21.561962,-2.665953E-3,8.466714E-3
5/7/2021  12:09:21.561964,-1.376970E-3,9.126839E-3
5/7/2021  12:09:21.561966,-1.054724E-3,9.770864E-3
5/7/2021  12:09:21.561967,-7.324786E-4,1.028608E-2
5/7/2021  12:09:21.561969,-2.021461E-3,1.072080E-2
5/7/2021  12:09:21.561971,2.342585E-4,1.105891E-2
5/7/2021  12:09:21.561972,-1.699216E-3,1.130042E-2
5/7/2021  12:09:21.561974,-1.376970E-3,1.138093E-2
5/7/2021  12:09:21.561976,-8.798718E-5,1.144533E-2
5/7/2021  12:09:21.561977,-2.021461E-3,1.139703E-2
5/7/2021  12:09:21.561979,-8.798718E-5,1.118772E-2
5/7/2021  12:09:21.561980,1.200996E-3,1.091401E-2
5/7/2021  12:09:21.561982,-1.054724E-3,1.055979E-2
5/7/2021  12:09:21.561984,-1.054724E-3,1.014118E-2
5/7/2021  12:09:21.561985,5.565042E-4,9.642059E-3
5/7/2021  12:09:21.561987,-1.376970E-3,8.998034E-3
5/7/2021  12:09:21.561989,1.523241E-3,8.354010E-3
5/7/2021  12:09:21.561990,-4.102329E-4,7.677784E-3
5/7/2021  12:09:21.561992,2.342585E-4,6.856652E-3
5/7/2021  12:09:21.561994,2.342585E-4,6.051621E-3
5/7/2021  12:09:21.561995,8.787499E-4,5.198288E-3
5/7/2021  12:09:21.561997,-1.376970E-3,4.328855E-3
5/7/2021  12:09:21.561999,5.565042E-4,3.459422E-3
5/7/2021  12:09:21.562000,5.565042E-4,2.589989E-3
5/7/2021  12:09:21.562002,-4.102329E-4,1.656153E-3
5/7/2021  12:09:21.562004,1.523241E-3,7.545184E-4
5/7/2021  12:09:21.562005,-1.376970E-3,-6.661289E-5
5/7/2021  12:09:21.562007,-8.798718E-5,-1.016549E-3
5/7/2021  12:09:21.562009,8.787499E-4,-1.789378E-3
5/7/2021  12:09:21.562010,-4.102329E-4,-2.594409E-3
5/7/2021  12:09:21.562012,-1.054724E-3,-3.431641E-3
5/7/2021  12:09:21.562013,1.523241E-3,-4.107867E-3
5/7/2021  12:09:21.562015,-7.324786E-4,-4.784092E-3
5/7/2021  12:09:21.562017,5.565042E-4,-5.444217E-3
5/7/2021  12:09:21.562018,5.565042E-4,-5.943336E-3
5/7/2021  12:09:21.562020,-7.324786E-4,-6.458556E-3
5/7/2021  12:09:21.562022,-8.798718E-5,-6.861071E-3
5/7/2021  12:09:21.562023,8.787499E-4,-7.231385E-3
5/7/2021  12:09:21.562025,-1.699216E-3,-7.521196E-3
5/7/2021  12:09:21.562027,2.342585E-4,-7.778806E-3
5/7/2021  12:09:21.562028,-7.324786E-4,-7.859309E-3
5/7/2021  12:09:21.562030,-1.376970E-3,-7.972013E-3
5/7/2021  12:09:21.562032,5.565042E-4,-7.988114E-3
5/7/2021  12:09:21.562033,-1.699216E-3,-7.891510E-3
5/7/2021  12:09:21.562035,-7.324786E-4,-7.714403E-3
5/7/2021  12:09:21.562037,-4.102329E-4,-7.521196E-3
5/7/2021  12:09:21.562038,-8.798718E-5,-7.247486E-3
5/7/2021  12:09:21.562040,-1.376970E-3,-6.925473E-3
5/7/2021  12:09:21.562042,8.787499E-4,-6.587361E-3
5/7/2021  12:09:21.562043,-1.376970E-3,-6.168745E-3
5/7/2021  12:09:21.562045,-7.324786E-4,-5.685726E-3
5/7/2021  12:09:21.562046,-8.798718E-5,-5.170507E-3
5/7/2021  12:09:21.562048,-2.021461E-3,-4.687489E-3
5/7/2021  12:09:21.562050,-1.376970E-3,-4.091766E-3
5/7/2021  12:09:21.562051,8.787499E-4,-3.512144E-3
5/7/2021  12:09:21.562053,-1.699216E-3,-2.932522E-3
5/7/2021  12:09:21.562055,-7.324786E-4,-2.224095E-3
5/7/2021  12:09:21.562056,-4.102329E-4,-1.612272E-3
5/7/2021  12:09:21.562058,-2.343707E-3,-9.360460E-4
5/7/2021  12:09:21.562060,-8.798718E-5,-3.564239E-4
5/7/2021  12:09:21.562061,-1.376970E-3,2.553994E-4
5/7/2021  12:09:21.562063,-1.699216E-3,8.511221E-4
5/7/2021  12:09:21.562065,-1.699216E-3,1.446845E-3
5/7/2021  12:09:21.562066,-8.798718E-5,1.945964E-3
5/7/2021  12:09:21.562068,-2.021461E-3,2.541687E-3
5/7/2021  12:09:21.562070,2.342585E-4,3.073007E-3
5/7/2021  12:09:21.562071,-1.054724E-3,3.443321E-3
5/7/2021  12:09:21.562073,-1.376970E-3,3.910239E-3
5/7/2021  12:09:21.562075,5.565042E-4,4.264453E-3
5/7/2021  12:09:21.562076,-2.021461E-3,4.554264E-3
5/7/2021  12:09:21.562078,-1.054724E-3,4.892377E-3
5/7/2021  12:09:21.562079,-8.798718E-5,5.149987E-3
5/7/2021  12:09:21.562081,-1.376970E-3,5.310993E-3
5/7/2021  12:09:21.562083,-1.376970E-3,5.471999E-3
5/7/2021  12:09:21.562084,-8.798718E-5,5.568603E-3
5/7/2021  12:09:21.562086,-2.021461E-3,5.568603E-3
5/7/2021  12:09:21.562088,-4.102329E-4,5.568603E-3
5/7/2021  12:09:21.562089,-4.102329E-4,5.568603E-3
5/7/2021  12:09:21.562091,-1.376970E-3,5.439798E-3
5/7/2021  12:09:21.562093,-8.798718E-5,5.262691E-3
5/7/2021  12:09:21.562094,1.200996E-3,5.149987E-3
5/7/2021  12:09:21.562096,-1.376970E-3,4.876276E-3
5/7/2021  12:09:21.562098,2.342585E-4,4.634767E-3
5/7/2021  12:09:21.562099,2.342585E-4,4.312754E-3
5/7/2021  12:09:21.562101,-1.376970E-3,3.926340E-3
5/7/2021  12:09:21.562103,1.200996E-3,3.604327E-3
5/7/2021  12:09:21.562104,-1.054724E-3,3.234013E-3
5/7/2021  12:09:21.562106,-8.798718E-5,2.831498E-3
5/7/2021  12:09:21.562108,-8.798718E-5,2.348479E-3
5/7/2021  12:09:21.562109,2.342585E-4,1.978165E-3
5/7/2021  12:09:21.562111,-1.699216E-3,1.511247E-3
5/7/2021  12:09:21.562112,8.787499E-4,1.124833E-3
5/7/2021  12:09:21.562114,-1.054724E-3,6.579147E-4
5/7/2021  12:09:21.562116,-4.102329E-4,2.553994E-4
5/7/2021  12:09:21.562117,5.565042E-4,-1.793172E-4
5/7/2021  12:09:21.562119,-1.699216E-3,-6.301344E-4
5/7/2021  12:09:21.562121,-7.324786E-4,-1.048750E-3
5/7/2021  12:09:21.562122,1.200996E-3,-1.386863E-3
5/7/2021  12:09:21.562124,-4.102329E-4,-1.821580E-3
5/7/2021  12:09:21.562126,-8.798718E-5,-2.175793E-3
5/7/2021  12:09:21.562127,8.787499E-4,-2.449504E-3
5/7/2021  12:09:21.562129,-1.699216E-3,-2.787616E-3
5/7/2021  12:09:21.562131,8.787499E-4,-2.980824E-3
5/7/2021  12:09:21.562132,-4.102329E-4,-3.222333E-3
5/7/2021  12:09:21.562134,-1.054724E-3,-3.463842E-3
5/7/2021  12:09:21.562136,-7.324786E-4,-3.576546E-3
5/7/2021  12:09:21.562137,1.200996E-3,-3.737553E-3
5/7/2021  12:09:21.562139,-2.021461E-3,-3.801955E-3
5/7/2021  12:09:21.562141,2.342585E-4,-3.850257E-3
5/7/2021  12:09:21.562142,-4.102329E-4,-3.850257E-3
5/7/2021  12:09:21.562144,-1.054724E-3,-3.866357E-3
5/7/2021  12:09:21.562145,5.565042E-4,-3.818056E-3
5/7/2021  12:09:21.562147,-2.021461E-3,-3.721452E-3
5/7/2021  12:09:21.562149,-1.376970E-3,-3.608748E-3
5/7/2021  12:09:21.562150,-7.324786E-4,-3.479943E-3
5/7/2021  12:09:21.562152,-4.102329E-4,-3.351138E-3
5/7/2021  12:09:21.562154,-1.376970E-3,-3.125729E-3
5/7/2021  12:09:21.562155,5.565042E-4,-2.916421E-3
5/7/2021  12:09:21.562157,-2.021461E-3,-2.658812E-3
5/7/2021  12:09:21.562159,-1.054724E-3,-2.465604E-3
5/7/2021  12:09:21.562160,-4.102329E-4,-2.175793E-3
5/7/2021  12:09:21.562162,-1.699216E-3,-1.918183E-3
5/7/2021  12:09:21.562164,-1.054724E-3,-1.563970E-3
5/7/2021  12:09:21.562165,8.787499E-4,-1.354662E-3
5/7/2021  12:09:21.562167,-2.343707E-3,-9.682472E-4
5/7/2021  12:09:21.562169,-7.324786E-4,-6.462350E-4
5/7/2021  12:09:21.562170,-7.324786E-4,-3.403233E-4
5/7/2021  12:09:21.562172,-2.343707E-3,-9.881411E-5
5/7/2021  12:09:21.562174,2.342585E-4,2.715000E-4
5/7/2021  12:09:21.562175,-1.376970E-3,5.774117E-4
5/7/2021  12:09:21.562177,-7.324786E-4,8.350215E-4
5/7/2021  12:09:21.562178,-7.324786E-4,1.076531E-3
5/7/2021  12:09:21.562180,2.342585E-4,1.350241E-3
5/7/2021  12:09:21.562182,-1.699216E-3,1.575650E-3
5/7/2021  12:09:21.562183,8.787499E-4,1.784958E-3
5/7/2021  12:09:21.562185,-1.376970E-3,1.994266E-3
5/7/2021  12:09:21.562187,-1.376970E-3,2.155272E-3
5/7/2021  12:09:21.562188,5.565042E-4,2.284077E-3
5/7/2021  12:09:21.562190,-2.021461E-3,2.428982E-3
5/7/2021  12:09:21.562192,-4.102329E-4,2.557787E-3
5/7/2021  12:09:21.562193,5.565042E-4,2.654391E-3
5/7/2021  12:09:21.562195,-1.376970E-3,2.718793E-3
5/7/2021  12:09:21.562197,-7.324786E-4,2.702693E-3
5/7/2021  12:09:21.562198,-8.798718E-5,2.702693E-3
5/7/2021  12:09:21.562200,-1.376970E-3,2.702693E-3
5/7/2021  12:09:21.562202,2.342585E-4,2.670492E-3
5/7/2021  12:09:21.562203,-4.102329E-4,2.638290E-3
5/7/2021  12:09:21.562205,-7.324786E-4,2.573888E-3
5/7/2021  12:09:21.562207,-4.102329E-4,2.428982E-3
5/7/2021  12:09:21.562208,5.565042E-4,2.316278E-3
5/7/2021  12:09:21.562210,-1.699216E-3,2.187473E-3
5/7/2021  12:09:21.562211,-8.798718E-5,2.026467E-3
5/7/2021  12:09:21.562213,-8.798718E-5,1.865461E-3
5/7/2021  12:09:21.562215,-1.376970E-3,1.656153E-3
5/7/2021  12:09:21.562216,1.200996E-3,1.479046E-3
5/7/2021  12:09:21.562218,-2.343707E-3,1.285839E-3
5/7/2021  12:09:21.562220,-1.376970E-3,1.060430E-3
5/7/2021  12:09:21.562221,-4.102329E-4,8.672227E-4
5/7/2021  12:09:21.562223,-1.054724E-3,7.062166E-4
5/7/2021  12:09:21.562225,-1.054724E-3,4.969086E-4
5/7/2021  12:09:21.562226,5.565042E-4,2.715000E-4
