11840.08050,2.67318,-135.70280
11830.06851,2.68147,-135.62209
11819.97163,2.68964,-135.54836
11809.89620,2.69814,-135.62165
11800.00851,2.70614,-135.46053
11789.92012,2.71457,-135.42024
11779.90040,2.72297,-135.26861
11770.00944,2.73116,-135.23429
11759.91971,2.73965,-135.25585
11749.90335,2.74822,-135.31565
11739.97753,2.75688,-135.06155
11729.91353,2.76536,-135.10783
11719.87505,2.77379,-134.93032
11709.94942,2.78259,-134.77871
11699.87150,2.79132,-135.02380
11689.84026,2.79992,-134.91293
11679.97826,2.80861,-134.96547
11669.88472,2.81771,-134.80766
11659.88074,2.82641,-134.76277
11649.80199,2.83540,-134.77924
11639.91304,2.84407,-134.60754
11629.86010,2.85331,-134.75597
11619.78018,2.86238,-134.69492
11609.93244,2.87124,-134.64678
11599.86496,2.88051,-134.47270
11589.80549,2.88983,-134.45366
11579.92435,2.89892,-134.37324
11569.86212,2.90819,-134.41534
11559.82674,2.91723,-134.26119
11549.91094,2.92665,-134.17817
11539.85791,2.93598,-134.17329
11529.77555,2.94562,-134.15653
11519.94606,2.95484,-134.16441
11509.88396,2.96429,-134.15603
11499.82128,2.97363,-133.96316
11489.74373,2.98381,-134.05979
11479.87412,2.99312,-133.90028
11469.81108,3.00278,-133.96992
11459.76992,3.01285,-133.89018
11449.90105,3.02241,-133.75645
11439.83222,3.03245,-133.67041
11429.75990,3.04223,-133.70081
11419.92664,3.05208,-133.61050
11409.85198,3.06225,-133.44306
11399.79566,3.07237,-133.63642
11389.91177,3.08236,-133.39707
11379.87593,3.09255,-133.32867
11369.80116,3.10273,-133.44498
11359.93196,3.11305,-133.37924
11349.87753,3.12353,-133.23543
11339.84296,3.13383,-133.30578
11329.78053,3.14421,-133.27718
11319.91022,3.15451,-132.95591
11309.86402,3.16505,-133.23231
11299.78846,3.17570,-133.08825
11289.89297,3.18607,-132.90633
11279.85079,3.19656,-132.99743
11269.82011,3.20773,-132.91839
11259.95449,3.21808,-132.88973
11249.90424,3.22926,-132.60500
11239.84714,3.24015,-132.65313
11229.97509,3.25101,227.35459
11219.94495,3.26207,227.53170
11209.88048,3.27328,227.53860
11200.00916,3.28437,227.57119
11189.96983,3.29557,227.69139
11179.88372,3.30686,227.58688
11169.84329,3.31819,227.66364
11159.97970,3.32966,227.76377
11149.94710,3.34095,227.87725
11139.89871,3.35245,228.04544
11130.01594,3.36371,227.94446
11119.96362,3.37548,227.89960
11109.91156,3.38715,228.15924
11100.09284,3.39862,228.18442
11089.98638,3.41049,228.19800
11079.94388,3.42244,228.23833
11070.08177,3.43429,228.41791
11060.02015,3.44594,228.34950
11049.97995,3.45834,228.52582
11040.12175,3.47028,228.57318
11030.06378,3.48240,228.72172
11020.02030,3.49475,228.66323
11009.95258,3.50700,228.73826
10999.39595,3.51929,-130.95072
10989.38141,3.53217,-131.04858
10979.28888,3.54446,-130.92886
10969.37164,3.55686,-130.89857
10959.36192,3.56972,-130.82180
10949.25328,3.58236,-130.64537
10939.29637,3.59520,-130.59152
10929.29188,3.60793,-130.50261
10919.25600,3.62067,-130.49475
10909.30980,3.63376,-130.24026
10899.34206,3.64688,-130.37635
10889.22204,3.65996,-130.28344
10879.36685,3.67315,-130.24506
10869.31861,3.68661,-130.14804
10859.22280,3.69990,-129.99031
10849.18552,3.71342,-129.88466
10839.30769,3.72694,-129.91382
10829.19769,3.74049,-129.82585
10819.22704,3.75399,-129.70674
10809.24545,3.76795,-129.64747
10799.26721,3.78160,-129.55623
10789.18681,3.79558,-129.39700
10779.29823,3.80927,-129.33038
10769.26139,3.82332,-129.30990
10759.19561,3.83779,-129.24499
10749.34233,3.85163,-129.12560
10739.29458,3.86593,-128.99315
10729.22466,3.88031,-128.94287
10719.35649,3.89487,-128.84823
10709.30187,3.90943,-128.81860
10699.27445,3.92429,-128.72480
10689.37068,3.93850,-128.72617
10679.34197,3.95343,-128.47246
10669.30207,3.96812,-128.36461
10659.28348,3.98300,-128.32267
10649.36865,3.99773,-128.21042
10639.31907,4.01262,-128.09648
10629.27794,4.02844,-128.01128
10619.42659,4.04338,-128.09494
10609.36476,4.05875,-127.87871
10599.30877,4.07400,-127.87650
10589.44187,4.08930,-127.72341
10579.39655,4.10492,-127.53230
10569.38509,4.12076,-127.46793
10559.54467,4.13635,-127.36878
10549.48356,4.15232,-127.22428
10539.43908,4.16811,-127.28239
10529.58929,4.18402,-127.02540
10519.54856,4.20020,-126.93887
10509.47914,4.21701,-126.92758
10499.46673,4.23292,-126.79930
10489.60031,4.24900,-126.64688
10479.55863,4.26554,-126.51465
10469.52518,4.28193,-126.47339
10459.69085,4.29857,-126.36305
10449.64568,4.31549,-126.20594
10439.58942,4.33230,-126.22541
10429.71558,4.34862,-125.94233
10419.73685,4.36577,-125.97232
10409.63856,4.38293,-125.84588
10399.80746,4.39963,-125.80675
10389.80597,4.41707,-125.78078
10379.73399,4.43468,-125.45628
10369.88877,4.45158,-125.33902
10359.83432,4.46943,-125.17853
10349.83355,4.48702,-125.04176
10339.76290,4.50521,-124.91528
10329.92637,4.52261,-124.87987
10319.88376,4.54047,-124.76958
10309.83752,4.55895,-124.68649
10300.01994,4.57674,-124.54322
10289.96727,4.59477,-124.49335
10279.92452,4.61323,-124.37296
10270.05880,4.63168,-124.27356
10260.03470,4.64985,-123.91228
10249.99319,4.66875,-123.99755
10240.15153,4.68698,-123.72892
10230.12792,4.70621,-123.65565
10220.09628,4.72518,-123.48781
10210.21450,4.74412,-123.44829
10200.17903,4.76307,-123.39411
10190.17292,4.78232,-123.25505
