waveform,V_S,V_C,V_R
t0,5/7/2021  09:33:31.638054,5/7/2021  09:33:31.638055,5/7/2021  09:33:31.638057
delta t,3.300000E-6,3.300000E-6,3.300000E-6

time,V_S,V_C,V_R
5/7/2021  09:33:31.638054,4.262618E+0,2.762514E-2,1.475006E-1
5/7/2021  09:33:31.638058,4.872323E+0,3.514822E-1,6.434372E-1
5/7/2021  09:33:31.638061,4.798204E+0,9.627833E-1,1.392661E+0
5/7/2021  09:33:31.638064,4.745999E+0,1.791281E+0,2.319123E+0
5/7/2021  09:33:31.638068,4.706361E+0,2.763182E+0,3.348389E+0
5/7/2021  09:33:31.638071,4.692182E+0,3.800507E+0,4.403765E+0
5/7/2021  09:33:31.638074,4.681548E+0,4.843964E+0,5.431437E+0
5/7/2021  09:33:31.638077,4.697338E+0,5.838771E+0,6.374689E+0
5/7/2021  09:33:31.638081,4.725052E+0,6.721442E+0,7.177444E+0
5/7/2021  09:33:31.638084,4.771779E+0,7.448791E+0,7.801350E+0
5/7/2021  09:33:31.638087,4.824951E+0,7.988910E+0,8.224166E+0
5/7/2021  09:33:31.638091,4.884246E+0,8.320202E+0,8.428807E+0
5/7/2021  09:33:31.638094,4.947086E+0,8.429774E+0,8.407859E+0
5/7/2021  09:33:31.638097,5.010570E+0,8.309567E+0,8.162290E+0
5/7/2021  09:33:31.638101,5.063742E+0,7.972796E+0,7.716594E+0
5/7/2021  09:33:31.638104,5.112081E+0,7.457814E+0,7.117825E+0
5/7/2021  09:33:31.638107,5.145595E+0,6.811675E+0,6.415938E+0
5/7/2021  09:33:31.638110,5.167509E+0,6.085621E+0,5.662173E+0
5/7/2021  09:33:31.638114,5.175565E+0,5.328959E+0,4.907126E+0
5/7/2021  09:33:31.638117,5.172020E+0,4.589383E+0,4.194622E+0
5/7/2021  09:33:31.638120,5.155263E+0,3.919096E+0,3.577831E+0
5/7/2021  09:33:31.638124,5.128194E+0,3.357089E+0,3.086721E+0
5/7/2021  09:33:31.638127,5.093712E+0,2.929785E+0,2.743203E+0
5/7/2021  09:33:31.638130,5.052141E+0,2.654907E+0,2.559521E+0
5/7/2021  09:33:31.638134,5.008637E+0,2.543731E+0,2.541797E+0
5/7/2021  09:33:31.638137,4.964810E+0,2.597546E+0,2.687131E+0
5/7/2021  09:33:31.638140,4.925173E+0,2.811198E+0,2.981023E+0
5/7/2021  09:33:31.638143,4.892625E+0,3.158905E+0,3.392215E+0
5/7/2021  09:33:31.638147,4.865555E+0,3.608123E+0,3.884937E+0
