waveform,V_S,V_C,V_R
t0,5/7/2021  10:00:50.072210,5/7/2021  10:00:50.072212,5/7/2021  10:00:50.072214
delta t,5.000000E-6,5.000000E-6,5.000000E-6

time,V_S,V_C,V_R
5/7/2021  10:00:50.072210,4.194300E+0,5.018235E-2,1.634654E-2
5/7/2021  10:00:50.072215,-1.028844E-1,5.335512E-1,6.113870E-2
5/7/2021  10:00:50.072220,-9.128351E-2,9.244360E-1,3.664802E-2
5/7/2021  10:00:50.072225,-6.163691E-2,1.132930E+0,7.645910E-3
5/7/2021  10:00:50.072230,-3.102357E-2,1.145497E+0,-2.006722E-2
5/7/2021  10:00:50.072235,-4.277181E-3,9.714840E-1,-4.230217E-2
5/7/2021  10:00:50.072240,2.279146E-2,6.543935E-1,-5.680323E-2
5/7/2021  10:00:50.072245,3.310332E-2,2.544862E-1,-6.099242E-2
5/7/2021  10:00:50.072250,3.342557E-2,-1.705559E-1,-5.454751E-2
5/7/2021  10:00:50.072255,2.311370E-2,-5.366268E-1,-4.101319E-2
5/7/2021  10:00:50.072260,5.712436E-3,-7.889450E-1,-2.167845E-2
5/7/2021  10:00:50.072265,-1.910048E-2,-9.033421E-1,-7.324786E-4
5/7/2021  10:00:50.072270,-4.230217E-2,-8.730510E-1,1.828002E-2
5/7/2021  10:00:50.072275,-6.195916E-2,-7.125728E-1,3.374781E-2
5/7/2021  10:00:50.072280,-7.936042E-2,-4.576767E-1,4.180396E-2
5/7/2021  10:00:50.072285,-8.419411E-2,-1.534769E-1,4.309294E-2
5/7/2021  10:00:50.072290,-8.322737E-2,1.542677E-1,3.664802E-2
5/7/2021  10:00:50.072295,-7.259327E-2,4.030416E-1,2.504718E-2
5/7/2021  10:00:50.072300,-5.680323E-2,5.602977E-1,1.022388E-2
5/7/2021  10:00:50.072305,-3.907972E-2,6.108903E-1,-4.921673E-3
5/7/2021  10:00:50.072310,-2.264519E-2,5.561085E-1,-1.877824E-2
5/7/2021  10:00:50.072315,-9.433113E-3,4.101310E-1,-2.844561E-2
5/7/2021  10:00:50.072320,1.200996E-3,2.048603E-1,-3.263480E-2
5/7/2021  10:00:50.072325,4.101207E-3,-2.683438E-2,-3.102357E-2
5/7/2021  10:00:50.072330,1.200996E-3,-2.433834E-1,-2.586764E-2
5/7/2021  10:00:50.072335,-1.007760E-2,-4.048284E-1,-1.523354E-2
5/7/2021  10:00:50.072340,-2.038947E-2,-4.940904E-1,-4.277181E-3
5/7/2021  10:00:50.072345,-3.456828E-2,-5.024688E-1,6.679173E-3
5/7/2021  10:00:50.072350,-4.616912E-2,-4.351195E-1,1.602430E-2
5/7/2021  10:00:50.072355,-5.390302E-2,-3.078325E-1,2.150248E-2
5/7/2021  10:00:50.072360,-5.938119E-2,-1.460653E-1,2.343595E-2
5/7/2021  10:00:50.072365,-5.938119E-2,2.472493E-2,2.053574E-2
5/7/2021  10:00:50.072370,-5.809221E-2,1.729580E-1,1.505756E-2
5/7/2021  10:00:50.072375,-5.003607E-2,2.738209E-1,7.001418E-3
5/7/2021  10:00:50.072380,-4.133544E-2,3.166796E-1,-1.699216E-3
5/7/2021  10:00:50.072385,-3.102357E-2,2.996006E-1,-8.144130E-3
5/7/2021  10:00:50.072390,-2.103396E-2,2.290288E-1,-1.491129E-2
