waveform,V_S,V_C,V_R
t0,5/7/2021  10:02:05.240695,5/7/2021  10:02:05.240697,5/7/2021  10:02:05.240699
delta t,5.000000E-6,5.000000E-6,5.000000E-6

time,V_S,V_C,V_R
5/7/2021  10:02:05.240695,4.281953E+0,5.050459E-2,7.660650E-2
5/7/2021  10:02:05.240700,-1.222191E-1,5.863996E-1,7.145056E-2
5/7/2021  10:02:05.240705,-1.019176E-1,1.047534E+0,4.405968E-2
5/7/2021  10:02:05.240710,-6.679284E-2,1.301787E+0,1.119061E-2
5/7/2021  10:02:05.240715,-3.070133E-2,1.331111E+0,-2.071171E-2
5/7/2021  10:02:05.240720,3.456716E-3,1.145175E+0,-4.713586E-2
5/7/2021  10:02:05.240725,2.891413E-2,7.903815E-1,-6.389263E-2
5/7/2021  10:02:05.240730,4.373743E-2,3.353699E-1,-7.033755E-2
5/7/2021  10:02:05.240735,4.695989E-2,-1.521879E-1,-6.485937E-2
5/7/2021  10:02:05.240740,3.600353E-2,-5.810967E-1,-4.906933E-2
5/7/2021  10:02:05.240745,1.441307E-2,-8.833629E-1,-2.812336E-2
5/7/2021  10:02:05.240750,-1.104434E-2,-1.029985E+0,-2.988199E-3
5/7/2021  10:02:05.240755,-4.036870E-2,-1.010005E+0,1.924676E-2
5/7/2021  10:02:05.240760,-6.421488E-2,-8.382485E-1,3.761476E-2
5/7/2021  10:02:05.240765,-8.387186E-2,-5.530614E-1,4.824887E-2
5/7/2021  10:02:05.240770,-8.999453E-2,-2.079364E-1,4.986010E-2
5/7/2021  10:02:05.240775,-9.096127E-2,1.465338E-1,4.341518E-2
5/7/2021  10:02:05.240780,-7.968267E-2,4.410666E-1,3.052536E-2
5/7/2021  10:02:05.240785,-6.228140E-2,6.334475E-1,1.376858E-2
5/7/2021  10:02:05.240790,-4.294666E-2,7.056307E-1,-3.954936E-3
5/7/2021  10:02:05.240795,-2.328968E-2,6.560048E-1,-2.006722E-2
5/7/2021  10:02:05.240800,-6.855147E-3,5.000376E-1,-3.134582E-2
5/7/2021  10:02:05.240805,5.067944E-3,2.712430E-1,-3.714624E-2
5/7/2021  10:02:05.240810,6.356927E-3,8.290401E-3,-3.682400E-2
5/7/2021  10:02:05.240815,5.067944E-3,-2.437057E-1,-3.005684E-2
5/7/2021  10:02:05.240820,-4.921673E-3,-4.386642E-1,-1.942273E-2
5/7/2021  10:02:05.240825,-1.555578E-2,-5.524169E-1,-6.210656E-3
5/7/2021  10:02:05.240830,-3.134582E-2,-5.743296E-1,6.034681E-3
5/7/2021  10:02:05.240835,-4.810260E-2,-5.082692E-1,1.634654E-2
5/7/2021  10:02:05.240840,-5.776997E-2,-3.709927E-1,2.440269E-2
5/7/2021  10:02:05.240845,-6.357039E-2,-1.902129E-1,2.665841E-2
5/7/2021  10:02:05.240850,-6.389263E-2,5.390190E-3,2.440269E-2
5/7/2021  10:02:05.240855,-5.970344E-2,1.800474E-1,1.860226E-2
5/7/2021  10:02:05.240860,-5.196954E-2,3.041121E-1,9.901630E-3
5/7/2021  10:02:05.240865,-4.133544E-2,3.634053E-1,5.565042E-4
5/7/2021  10:02:05.240870,-3.134582E-2,3.543824E-1,-9.110867E-3
5/7/2021  10:02:05.240875,-2.135620E-2,2.831661E-1,-1.652252E-2
5/7/2021  10:02:05.240880,-1.491129E-2,1.658686E-1,-1.942273E-2
5/7/2021  10:02:05.240885,-1.136659E-2,2.375820E-2,-2.071171E-2
5/7/2021  10:02:05.240890,-1.330006E-2,-1.170632E-1,-1.748925E-2
5/7/2021  10:02:05.240895,-1.716701E-2,-2.333938E-1,-1.201108E-2
5/7/2021  10:02:05.240900,-2.296743E-2,-3.068658E-1,-5.243918E-3
5/7/2021  10:02:05.240905,-3.295705E-2,-3.303897E-1,1.523241E-3
5/7/2021  10:02:05.240910,-3.940196E-2,-3.036434E-1,7.968156E-3
5/7/2021  10:02:05.240915,-4.681361E-2,-2.350051E-1,1.247960E-2
5/7/2021  10:02:05.240920,-5.068056E-2,-1.380091E-1,1.376858E-2
