waveform,V_S,V_C
t0,5/26/2021  11:44:55.465797,5/26/2021  11:44:55.465798
delta t,2.000000E-6,2.000000E-6

time,V_S,V_C
5/26/2021  11:44:55.465797,4.422099E+0,1.439159E-2
5/26/2021  11:44:55.465799,-1.188965E-2,2.976795E-2
5/26/2021  11:44:55.465801,-1.124546E-2,4.446157E-2
5/26/2021  11:44:55.465803,-1.124546E-2,5.818899E-2
5/26/2021  11:44:55.465805,-9.957092E-3,7.080205E-2
5/26/2021  11:44:55.465807,-8.668721E-3,8.213326E-2
5/26/2021  11:44:55.465809,-8.024536E-3,9.209241E-2
5/26/2021  11:44:55.465811,-6.414072E-3,1.005893E-1
5/26/2021  11:44:55.465813,-6.091980E-3,1.076432E-1
5/26/2021  11:44:55.465815,-4.481516E-3,1.130674E-1
5/26/2021  11:44:55.465817,-2.871053E-3,1.168424E-1
5/26/2021  11:44:55.465819,-2.226868E-3,1.190713E-1
5/26/2021  11:44:55.465821,-9.384969E-4,1.197348E-1
5/26/2021  11:44:55.465823,2.778109E-5,1.188072E-1
5/26/2021  11:44:55.465825,9.940591E-4,1.164043E-1
5/26/2021  11:44:55.465827,2.604523E-3,1.125971E-1
5/26/2021  11:44:55.465829,3.248708E-3,1.074178E-1
5/26/2021  11:44:55.465831,4.214986E-3,1.009758E-1
5/26/2021  11:44:55.465833,5.181264E-3,9.339368E-2
5/26/2021  11:44:55.465835,5.825449E-3,8.490971E-2
5/26/2021  11:44:55.465837,6.147542E-3,7.551748E-2
5/26/2021  11:44:55.465839,7.113820E-3,6.541025E-2
5/26/2021  11:44:55.465841,7.435913E-3,5.474907E-2
5/26/2021  11:44:55.465843,8.080098E-3,4.362414E-2
5/26/2021  11:44:55.465845,8.402191E-3,3.225446E-2
5/26/2021  11:44:55.465847,8.080098E-3,2.074955E-2
5/26/2021  11:44:55.465849,8.402191E-3,9.257559E-3
5/26/2021  11:44:55.465851,8.402191E-3,-1.996059E-3
5/26/2021  11:44:55.465853,8.080098E-3,-1.289536E-2
5/26/2021  11:44:55.465855,7.758005E-3,-2.336950E-2
5/26/2021  11:44:55.465857,7.435913E-3,-3.327676E-2
5/26/2021  11:44:55.465859,6.791727E-3,-4.251409E-2
5/26/2021  11:44:55.465861,6.147542E-3,-5.090111E-2
5/26/2021  11:44:55.465863,5.503357E-3,-5.847649E-2
5/26/2021  11:44:55.465865,4.859171E-3,-6.503409E-2
5/26/2021  11:44:55.465867,4.214986E-3,-7.060612E-2
5/26/2021  11:44:55.465869,3.570801E-3,-7.519258E-2
5/26/2021  11:44:55.465871,2.926615E-3,-7.859377E-2
5/26/2021  11:44:55.465873,1.638244E-3,-8.095142E-2
5/26/2021  11:44:55.465875,3.498738E-4,-8.216245E-2
5/26/2021  11:44:55.465877,3.498738E-4,-8.231061E-2
5/26/2021  11:44:55.465879,-1.260590E-3,-8.140234E-2
5/26/2021  11:44:55.465881,-1.582682E-3,-7.950849E-2
5/26/2021  11:44:55.465883,-1.582682E-3,-7.666128E-2
5/26/2021  11:44:55.465885,-2.871053E-3,-7.282849E-2
5/26/2021  11:44:55.465887,-3.515238E-3,-6.815829E-2
5/26/2021  11:44:55.465889,-3.837331E-3,-6.284393E-2
5/26/2021  11:44:55.465891,-4.481516E-3,-5.681454E-2
5/26/2021  11:44:55.465893,-5.447794E-3,-5.019897E-2
5/26/2021  11:44:55.465895,-5.769887E-3,-4.315181E-2
