0.00000,3.05667,3.14159
1000.00000,19.87947,-0.01947
2000.00000,20.25126,-0.03832
3000.00000,20.89621,-0.05967
4000.00000,21.89450,-0.08436
5000.00000,23.27235,-0.10791
6000.00000,25.21040,-0.14062
7000.00000,27.96304,-0.18504
8000.00000,31.95649,-0.23924
9000.00000,37.83839,-0.31948
10000.00000,46.92541,-0.44536
11000.00000,61.27612,-0.65527
12000.00000,82.56917,-1.03414
13000.00000,97.84942,-1.69714
14000.00000,70.51655,-2.40449
15000.00000,43.33629,-2.69378
16000.00000,30.39396,-2.81012
17000.00000,23.10527,-2.87912
18000.00000,18.36819,-2.92781
19000.00000,15.09240,-2.96164
20000.00000,12.68214,-2.99010
21000.00000,10.85573,-3.01338
22000.00000,9.41856,-3.03063
23000.00000,8.26455,-3.04659
24000.00000,7.32002,-3.06081
25000.00000,6.52133,-3.06971
26000.00000,5.87263,-3.07322
27000.00000,5.34855,-3.07957
28000.00000,4.88959,-3.09019
29000.00000,4.47947,-3.09944
30000.00000,4.11558,-3.10963
31000.00000,3.80286,-3.11734
32000.00000,3.51094,-3.12795
33000.00000,3.24941,-3.13372
34000.00000,3.00612,-3.14058
35000.00000,2.78127,3.13925
36000.00000,2.57391,-3.13931
37000.00000,2.40623,-3.11564
38000.00000,2.32078,-3.09137
39000.00000,2.29418,-3.10358
40000.00000,2.19252,3.12636
41000.00000,2.01305,3.09959
42000.00000,1.88074,3.10275
43000.00000,1.77347,3.10098
44000.00000,1.68611,3.09720
45000.00000,1.59891,3.09304
46000.00000,1.52078,3.08923
47000.00000,1.44000,3.08470
48000.00000,1.37560,3.07958
49000.00000,1.30728,3.07360
50000.00000,1.24482,3.07157
51000.00000,1.18152,3.07349
52000.00000,1.13602,3.07272
53000.00000,1.08610,3.06637
54000.00000,1.03741,3.05983
55000.00000,0.99000,3.05990
56000.00000,0.94487,3.06331
57000.00000,0.90127,3.06035
58000.00000,0.86180,3.06866
59000.00000,0.81840,3.07628
60000.00000,0.79082,3.08820
61000.00000,0.76400,3.11322
62000.00000,0.75676,-3.13930
63000.00000,0.77495,-3.12545
64000.00000,0.79976,3.12119
65000.00000,0.78815,3.05169
66000.00000,0.73243,2.98216
67000.00000,0.67887,2.96518
68000.00000,0.64206,2.96911
69000.00000,0.61313,2.96114
70000.00000,0.59315,2.96572
71000.00000,0.56579,2.96180
