waveform,V_S,V_C,V_R
t0,5/7/2021  10:31:19.498367,5/7/2021  10:31:19.498368,5/7/2021  10:31:19.498369
delta t,3.300000E-6,3.300000E-6,3.300000E-6

time,V_S,V_C,V_R
5/7/2021  10:31:19.498367,4.497541E+0,2.085798E-2,3.278108E-2
5/7/2021  10:31:19.498370,-6.743734E-2,1.661908E-1,2.859188E-2
5/7/2021  10:31:19.498374,-6.324814E-2,2.970226E-1,2.214697E-2
5/7/2021  10:31:19.498377,-5.680323E-2,3.959522E-1,1.505756E-2
5/7/2021  10:31:19.498380,-4.520238E-2,4.587901E-1,6.679173E-3
5/7/2021  10:31:19.498383,-3.779073E-2,4.832808E-1,-1.376970E-3
5/7/2021  10:31:19.498387,-3.005684E-2,4.700687E-1,-9.433113E-3
5/7/2021  10:31:19.498390,-2.103396E-2,4.214096E-1,-1.620027E-2
5/7/2021  10:31:19.498393,-1.458904E-2,3.421371E-1,-2.135620E-2
5/7/2021  10:31:19.498397,-6.210656E-3,2.412741E-1,-2.457866E-2
5/7/2021  10:31:19.498400,-4.921673E-3,1.255879E-1,-2.683438E-2
5/7/2021  10:31:19.498403,-4.921673E-3,3.778961E-3,-2.554540E-2
5/7/2021  10:31:19.498407,-3.632690E-3,-1.157742E-1,-2.328968E-2
5/7/2021  10:31:19.498410,-1.104434E-2,-2.221152E-1,-1.974497E-2
5/7/2021  10:31:19.498413,-1.233332E-2,-3.081548E-1,-1.523354E-2
5/7/2021  10:31:19.498416,-2.103396E-2,-3.693814E-1,-9.755358E-3
5/7/2021  10:31:19.498420,-2.490091E-2,-4.035395E-1,-3.310444E-3
5/7/2021  10:31:19.498423,-3.360154E-2,-4.096621E-1,2.812224E-3
5/7/2021  10:31:19.498426,-3.972421E-2,-3.877494E-1,7.968156E-3
5/7/2021  10:31:19.498430,-4.681361E-2,-3.419906E-1,1.247960E-2
5/7/2021  10:31:19.498433,-4.971382E-2,-2.765747E-1,1.537981E-2
5/7/2021  10:31:19.498436,-5.358077E-2,-1.966578E-1,1.699104E-2
5/7/2021  10:31:19.498440,-5.325853E-2,-1.090070E-1,1.828002E-2
5/7/2021  10:31:19.498443,-5.229179E-2,-1.974497E-2,1.731328E-2
5/7/2021  10:31:19.498446,-5.164730E-2,6.371667E-2,1.473532E-2
5/7/2021  10:31:19.498449,-5.068056E-2,1.355775E-1,1.183510E-2
5/7/2021  10:31:19.498453,-4.745810E-2,1.906815E-1,7.645910E-3
5/7/2021  10:31:19.498456,-4.230217E-2,2.264508E-1,3.778961E-3
5/7/2021  10:31:19.498459,-3.779073E-2,2.406296E-1,-8.798718E-5
5/7/2021  10:31:19.498463,-3.231256E-2,2.348292E-1,-5.243918E-3
5/7/2021  10:31:19.498466,-2.683438E-2,2.100163E-1,-8.466375E-3
5/7/2021  10:31:19.498469,-2.296743E-2,1.687688E-1,-1.136659E-2
5/7/2021  10:31:19.498473,-2.038947E-2,1.146315E-1,-1.330006E-2
5/7/2021  10:31:19.498476,-2.200069E-2,5.276031E-2,-1.426680E-2
5/7/2021  10:31:19.498479,-1.748925E-2,-1.297782E-2,-1.394455E-2
5/7/2021  10:31:19.498482,-1.910048E-2,-7.710471E-2,-1.297782E-2
5/7/2021  10:31:19.498486,-1.845599E-2,-1.344644E-1,-1.136659E-2
5/7/2021  10:31:19.498489,-2.361192E-2,-1.805456E-1,-8.144130E-3
5/7/2021  10:31:19.498492,-2.683438E-2,-2.137368E-1,-4.921673E-3
5/7/2021  10:31:19.498496,-3.005684E-2,-2.314604E-1,-2.021461E-3
5/7/2021  10:31:19.498499,-3.327929E-2,-2.353273E-1,1.200996E-3
5/7/2021  10:31:19.498502,-3.811298E-2,-2.227597E-1,3.778961E-3
5/7/2021  10:31:19.498506,-4.036870E-2,-1.976246E-1,5.712436E-3
5/7/2021  10:31:19.498509,-4.230217E-2,-1.618553E-1,7.645910E-3
5/7/2021  10:31:19.498512,-4.745810E-2,-1.186744E-1,9.257138E-3
5/7/2021  10:31:19.498515,-4.520238E-2,-7.162653E-2,9.257138E-3
5/7/2021  10:31:19.498519,-4.488014E-2,-2.361192E-2,8.934893E-3
5/7/2021  10:31:19.498522,-4.391340E-2,2.118023E-2,7.001418E-3
5/7/2021  10:31:19.498525,-3.972421E-2,5.888298E-2,5.712436E-3
5/7/2021  10:31:19.498529,-4.036870E-2,8.852959E-2,3.134470E-3
5/7/2021  10:31:19.498532,-3.843522E-2,1.065754E-1,1.200996E-3
5/7/2021  10:31:19.498535,-3.585726E-2,1.143093E-1,-7.324786E-4
5/7/2021  10:31:19.498539,-3.134582E-2,1.094756E-1,-2.665953E-3
5/7/2021  10:31:19.498542,-2.941235E-2,9.561900E-2,-5.243918E-3
5/7/2021  10:31:19.498545,-2.844561E-2,7.241730E-2,-6.210656E-3
5/7/2021  10:31:19.498548,-2.618989E-2,4.244845E-2,-7.177393E-3
5/7/2021  10:31:19.498552,-2.618989E-2,8.290401E-3,-7.821884E-3
5/7/2021  10:31:19.498555,-2.457866E-2,-2.683438E-2,-7.821884E-3
5/7/2021  10:31:19.498558,-2.812336E-2,-6.067018E-2,-6.855147E-3
5/7/2021  10:31:19.498562,-2.618989E-2,-9.160576E-2,-5.566164E-3
5/7/2021  10:31:19.498565,-3.005684E-2,-1.154519E-1,-3.954936E-3
5/7/2021  10:31:19.498568,-3.037908E-2,-1.328532E-1,-2.665953E-3
5/7/2021  10:31:19.498572,-3.199031E-2,-1.415538E-1,-1.054724E-3
5/7/2021  10:31:19.498575,-3.263480E-2,-1.415538E-1,5.565042E-4
5/7/2021  10:31:19.498578,-3.682400E-2,-1.344644E-1,2.167733E-3
5/7/2021  10:31:19.498581,-3.940196E-2,-1.202856E-1,3.134470E-3
5/7/2021  10:31:19.498585,-3.779073E-2,-9.998415E-2,4.101207E-3
5/7/2021  10:31:19.498588,-4.230217E-2,-7.549348E-2,4.101207E-3
5/7/2021  10:31:19.498591,-3.940196E-2,-4.971382E-2,5.067944E-3
5/7/2021  10:31:19.498595,-4.101319E-2,-2.425641E-2,3.778961E-3
5/7/2021  10:31:19.498598,-4.004645E-2,-7.324786E-4,3.778961E-3
5/7/2021  10:31:19.498601,-3.779073E-2,1.956900E-2,2.489978E-3
5/7/2021  10:31:19.498605,-3.746849E-2,3.407006E-2,1.523241E-3
5/7/2021  10:31:19.498608,-3.327929E-2,4.341518E-2,2.342585E-4
5/7/2021  10:31:19.498611,-3.585726E-2,4.599315E-2,-1.054724E-3
5/7/2021  10:31:19.498614,-3.166807E-2,4.277069E-2,-2.343707E-3
5/7/2021  10:31:19.498618,-3.327929E-2,3.407006E-2,-2.988199E-3
5/7/2021  10:31:19.498621,-3.005684E-2,2.053574E-2,-3.954936E-3
5/7/2021  10:31:19.498624,-3.005684E-2,4.423453E-3,-4.277181E-3
5/7/2021  10:31:19.498628,-2.909010E-2,-1.426680E-2,-4.277181E-3
5/7/2021  10:31:19.498631,-2.973459E-2,-3.392379E-2,-4.599427E-3
5/7/2021  10:31:19.498634,-2.876785E-2,-5.229179E-2,-4.277181E-3
5/7/2021  10:31:19.498638,-2.941235E-2,-6.775958E-2,-3.632690E-3
5/7/2021  10:31:19.498641,-3.166807E-2,-8.097165E-2,-2.343707E-3
5/7/2021  10:31:19.498644,-3.327929E-2,-8.870555E-2,-1.376970E-3
5/7/2021  10:31:19.498647,-3.424603E-2,-9.225025E-2,-1.376970E-3
5/7/2021  10:31:19.498651,-3.489052E-2,-9.225025E-2,2.342585E-4
5/7/2021  10:31:19.498654,-3.650175E-2,-8.677207E-2,1.200996E-3
5/7/2021  10:31:19.498657,-3.650175E-2,-7.839369E-2,1.523241E-3
5/7/2021  10:31:19.498661,-3.553501E-2,-6.711509E-2,1.845487E-3
5/7/2021  10:31:19.498664,-3.779073E-2,-5.390302E-2,2.489978E-3
5/7/2021  10:31:19.498667,-3.585726E-2,-3.940196E-2,2.167733E-3
5/7/2021  10:31:19.498671,-3.779073E-2,-2.586764E-2,2.167733E-3
5/7/2021  10:31:19.498674,-3.811298E-2,-1.330006E-2,1.523241E-3
5/7/2021  10:31:19.498677,-3.714624E-2,-2.665953E-3,1.200996E-3
5/7/2021  10:31:19.498680,-3.811298E-2,4.745698E-3,2.342585E-4
5/7/2021  10:31:19.498684,-3.263480E-2,8.290401E-3,-8.798718E-5
5/7/2021  10:31:19.498687,-3.553501E-2,9.901630E-3,-4.102329E-4
5/7/2021  10:31:19.498690,-3.327929E-2,7.001418E-3,-1.376970E-3
5/7/2021  10:31:19.498694,-3.263480E-2,1.200996E-3,-2.021461E-3
5/7/2021  10:31:19.498697,-3.199031E-2,-6.210656E-3,-2.665953E-3
5/7/2021  10:31:19.498700,-3.166807E-2,-1.587803E-2,-2.343707E-3
5/7/2021  10:31:19.498704,-3.070133E-2,-2.618989E-2,-2.343707E-3
5/7/2021  10:31:19.498707,-3.070133E-2,-3.585726E-2,-2.343707E-3
5/7/2021  10:31:19.498710,-3.263480E-2,-4.584688E-2,-2.021461E-3
5/7/2021  10:31:19.498713,-3.327929E-2,-5.454751E-2,-1.699216E-3
5/7/2021  10:31:19.498717,-3.327929E-2,-6.034793E-2,-1.699216E-3
5/7/2021  10:31:19.498720,-3.327929E-2,-6.453712E-2,-7.324786E-4
5/7/2021  10:31:19.498723,-3.682400E-2,-6.647060E-2,-8.798718E-5
5/7/2021  10:31:19.498727,-3.263480E-2,-6.453712E-2,2.342585E-4
5/7/2021  10:31:19.498730,-3.424603E-2,-6.195916E-2,5.565042E-4
5/7/2021  10:31:19.498733,-3.456828E-2,-5.680323E-2,8.787499E-4
5/7/2021  10:31:19.498737,-3.553501E-2,-4.971382E-2,8.787499E-4
5/7/2021  10:31:19.498740,-3.650175E-2,-4.197993E-2,1.200996E-3
5/7/2021  10:31:19.498743,-3.521277E-2,-3.489052E-2,1.200996E-3
5/7/2021  10:31:19.498746,-3.714624E-2,-2.715663E-2,8.787499E-4
5/7/2021  10:31:19.498750,-3.585726E-2,-2.103396E-2,8.787499E-4
5/7/2021  10:31:19.498753,-3.424603E-2,-1.523354E-2,-8.798718E-5
5/7/2021  10:31:19.498756,-3.553501E-2,-1.233332E-2,2.342585E-4
5/7/2021  10:31:19.498760,-3.489052E-2,-1.039985E-2,-7.324786E-4
5/7/2021  10:31:19.498763,-3.392379E-2,-1.039985E-2,-7.324786E-4
5/7/2021  10:31:19.498766,-3.199031E-2,-1.233332E-2,-1.376970E-3
5/7/2021  10:31:19.498770,-3.166807E-2,-1.555578E-2,-1.699216E-3
5/7/2021  10:31:19.498773,-3.134582E-2,-2.071171E-2,-1.376970E-3
5/7/2021  10:31:19.498776,-3.263480E-2,-2.554540E-2,-1.699216E-3
5/7/2021  10:31:19.498779,-3.489052E-2,-3.134582E-2,-2.021461E-3
5/7/2021  10:31:19.498783,-3.199031E-2,-3.617950E-2,-1.376970E-3
5/7/2021  10:31:19.498786,-3.263480E-2,-4.101319E-2,-1.699216E-3
5/7/2021  10:31:19.498789,-3.585726E-2,-4.584688E-2,-1.699216E-3
5/7/2021  10:31:19.498793,-3.553501E-2,-4.842484E-2,-7.324786E-4
5/7/2021  10:31:19.498796,-3.360154E-2,-5.003607E-2,-8.798718E-5
5/7/2021  10:31:19.498799,-3.327929E-2,-5.100281E-2,-7.324786E-4
5/7/2021  10:31:19.498803,-3.392379E-2,-4.939158E-2,2.342585E-4
5/7/2021  10:31:19.498806,-3.392379E-2,-4.778035E-2,2.342585E-4
5/7/2021  10:31:19.498809,-3.585726E-2,-4.488014E-2,5.565042E-4
5/7/2021  10:31:19.498812,-3.682400E-2,-4.101319E-2,2.342585E-4
5/7/2021  10:31:19.498816,-3.456828E-2,-3.746849E-2,2.342585E-4
5/7/2021  10:31:19.498819,-3.553501E-2,-3.295705E-2,2.342585E-4
5/7/2021  10:31:19.498822,-3.617950E-2,-2.909010E-2,5.565042E-4
5/7/2021  10:31:19.498826,-3.682400E-2,-2.618989E-2,-4.102329E-4
5/7/2021  10:31:19.498829,-3.585726E-2,-2.361192E-2,-8.798718E-5
5/7/2021  10:31:19.498832,-3.585726E-2,-2.232294E-2,2.342585E-4
5/7/2021  10:31:19.498836,-3.392379E-2,-2.200069E-2,-7.324786E-4
5/7/2021  10:31:19.498839,-3.585726E-2,-2.200069E-2,-7.324786E-4
5/7/2021  10:31:19.498842,-3.360154E-2,-2.393417E-2,-1.054724E-3
5/7/2021  10:31:19.498845,-3.456828E-2,-2.586764E-2,-1.376970E-3
5/7/2021  10:31:19.498849,-3.263480E-2,-2.876785E-2,-1.699216E-3
5/7/2021  10:31:19.498852,-3.295705E-2,-3.134582E-2,-1.376970E-3
5/7/2021  10:31:19.498855,-3.166807E-2,-3.360154E-2,-1.054724E-3
5/7/2021  10:31:19.498859,-3.360154E-2,-3.682400E-2,-1.054724E-3
5/7/2021  10:31:19.498862,-3.360154E-2,-3.875747E-2,-7.324786E-4
5/7/2021  10:31:19.498865,-3.456828E-2,-4.133544E-2,-7.324786E-4
5/7/2021  10:31:19.498869,-3.424603E-2,-4.262442E-2,-7.324786E-4
5/7/2021  10:31:19.498872,-3.553501E-2,-4.294666E-2,-4.102329E-4
5/7/2021  10:31:19.498875,-3.327929E-2,-4.294666E-2,-4.102329E-4
5/7/2021  10:31:19.498878,-3.424603E-2,-4.230217E-2,-4.102329E-4
5/7/2021  10:31:19.498882,-3.424603E-2,-4.036870E-2,-8.798718E-5
5/7/2021  10:31:19.498885,-3.456828E-2,-3.811298E-2,-4.102329E-4
5/7/2021  10:31:19.498888,-3.456828E-2,-3.650175E-2,2.342585E-4
5/7/2021  10:31:19.498892,-3.102357E-2,-3.456828E-2,-8.798718E-5
5/7/2021  10:31:19.498895,-3.231256E-2,-3.199031E-2,2.342585E-4
5/7/2021  10:31:19.498898,-3.585726E-2,-2.973459E-2,-8.798718E-5
5/7/2021  10:31:19.498902,-3.392379E-2,-2.876785E-2,-8.798718E-5
5/7/2021  10:31:19.498905,-3.327929E-2,-2.715663E-2,-8.798718E-5
5/7/2021  10:31:19.498908,-3.360154E-2,-2.683438E-2,-7.324786E-4
5/7/2021  10:31:19.498911,-3.360154E-2,-2.651213E-2,-1.376970E-3
5/7/2021  10:31:19.498915,-3.424603E-2,-2.747887E-2,-1.054724E-3
5/7/2021  10:31:19.498918,-3.327929E-2,-2.780112E-2,-1.376970E-3
5/7/2021  10:31:19.498921,-3.392379E-2,-2.876785E-2,-7.324786E-4
5/7/2021  10:31:19.498925,-3.199031E-2,-3.070133E-2,-4.102329E-4
5/7/2021  10:31:19.498928,-3.456828E-2,-3.263480E-2,-7.324786E-4
5/7/2021  10:31:19.498931,-3.456828E-2,-3.456828E-2,-1.054724E-3
5/7/2021  10:31:19.498935,-3.392379E-2,-3.585726E-2,-4.102329E-4
5/7/2021  10:31:19.498938,-3.199031E-2,-3.779073E-2,-7.324786E-4
5/7/2021  10:31:19.498941,-3.166807E-2,-3.843522E-2,-7.324786E-4
5/7/2021  10:31:19.498944,-3.360154E-2,-3.907972E-2,-7.324786E-4
5/7/2021  10:31:19.498948,-3.392379E-2,-3.940196E-2,-4.102329E-4
5/7/2021  10:31:19.498951,-3.360154E-2,-3.907972E-2,-7.324786E-4
5/7/2021  10:31:19.498954,-3.521277E-2,-3.875747E-2,-7.324786E-4
5/7/2021  10:31:19.498958,-3.360154E-2,-3.779073E-2,-4.102329E-4
5/7/2021  10:31:19.498961,-3.489052E-2,-3.650175E-2,-8.798718E-5
5/7/2021  10:31:19.498964,-3.263480E-2,-3.585726E-2,-4.102329E-4
5/7/2021  10:31:19.498968,-3.456828E-2,-3.424603E-2,2.342585E-4
5/7/2021  10:31:19.498971,-3.617950E-2,-3.295705E-2,-7.324786E-4
5/7/2021  10:31:19.498974,-3.553501E-2,-3.199031E-2,-8.798718E-5
