waveform,V_S,V_C,V_R
t0,5/7/2021  09:38:45.699596,5/7/2021  09:38:45.699597,5/7/2021  09:38:45.699598
delta t,3.300000E-6,3.300000E-6,3.300000E-6

time,V_S,V_C,V_R
5/7/2021  09:38:45.699596,4.480783E+0,2.955862E-2,1.507230E-1
5/7/2021  09:38:45.699599,4.872000E+0,3.563159E-1,6.498821E-1
5/7/2021  09:38:45.699602,4.799171E+0,9.698728E-1,1.401039E+0
5/7/2021  09:38:45.699606,4.743421E+0,1.799659E+0,2.328791E+0
5/7/2021  09:38:45.699609,4.707328E+0,2.773494E+0,3.358701E+0
5/7/2021  09:38:45.699612,4.690249E+0,3.811464E+0,4.414721E+0
5/7/2021  09:38:45.699616,4.683159E+0,4.854599E+0,5.442394E+0
5/7/2021  09:38:45.699619,4.696694E+0,5.849728E+0,6.385968E+0
5/7/2021  09:38:45.699622,4.726986E+0,6.732721E+0,7.187112E+0
5/7/2021  09:38:45.699626,4.771135E+0,7.459426E+0,7.810696E+0
5/7/2021  09:38:45.699629,4.827851E+0,7.997933E+0,8.231578E+0
5/7/2021  09:38:45.699632,4.885213E+0,8.326970E+0,8.433641E+0
5/7/2021  09:38:45.699635,4.948053E+0,8.433319E+0,8.410438E+0
5/7/2021  09:38:45.699639,5.009926E+0,8.311501E+0,8.160679E+0
5/7/2021  09:38:45.699642,5.064709E+0,7.969896E+0,7.712082E+0
5/7/2021  09:38:45.699645,5.113048E+0,7.451369E+0,7.110735E+0
5/7/2021  09:38:45.699649,5.146562E+0,6.802652E+0,6.405303E+0
5/7/2021  09:38:45.699652,5.167187E+0,6.074987E+0,5.651217E+0
5/7/2021  09:38:45.699655,5.175565E+0,5.318325E+0,4.895203E+0
5/7/2021  09:38:45.699659,5.170087E+0,4.576493E+0,4.181410E+0
5/7/2021  09:38:45.699662,5.153330E+0,3.906206E+0,3.565586E+0
5/7/2021  09:38:45.699665,5.128516E+0,3.345166E+0,3.075765E+0
5/7/2021  09:38:45.699668,5.092745E+0,2.919473E+0,2.734180E+0
5/7/2021  09:38:45.699672,5.051174E+0,2.647173E+0,2.553720E+0
5/7/2021  09:38:45.699675,5.006703E+0,2.538575E+0,2.538575E+0
5/7/2021  09:38:45.699678,4.961910E+0,2.596257E+0,2.687454E+0
5/7/2021  09:38:45.699682,4.924528E+0,2.812809E+0,2.984246E+0
5/7/2021  09:38:45.699685,4.889080E+0,3.164061E+0,3.398660E+0
5/7/2021  09:38:45.699688,4.865555E+0,3.614890E+0,3.893316E+0
5/7/2021  09:38:45.699692,4.847509E+0,4.130494E+0,4.431156E+0
5/7/2021  09:38:45.699695,4.839453E+0,4.672525E+0,4.976089E+0
5/7/2021  09:38:45.699698,4.843964E+0,5.209724E+0,5.495888E+0
5/7/2021  09:38:45.699701,4.853310E+0,5.700522E+0,5.949306E+0
5/7/2021  09:38:45.699705,4.873934E+0,6.113658E+0,6.311526E+0
5/7/2021  09:38:45.699708,4.899392E+0,6.430117E+0,6.567723E+0
5/7/2021  09:38:45.699711,4.929362E+0,6.634753E+0,6.706296E+0
5/7/2021  09:38:45.699715,4.959976E+0,6.720475E+0,6.724342E+0
5/7/2021  09:38:45.699718,4.990913E+0,6.685671E+0,6.623474E+0
5/7/2021  09:38:45.699721,5.019271E+0,6.536464E+0,6.415616E+0
5/7/2021  09:38:45.699725,5.045374E+0,6.288645E+0,6.122359E+0
5/7/2021  09:38:45.699728,5.065031E+0,5.967997E+0,5.769485E+0
5/7/2021  09:38:45.699731,5.077922E+0,5.598689E+0,5.383743E+0
5/7/2021  09:38:45.699734,5.081789E+0,5.208758E+0,4.991557E+0
5/7/2021  09:38:45.699738,5.079855E+0,4.822051E+0,4.617741E+0
5/7/2021  09:38:45.699741,5.071477E+0,4.467893E+0,4.289687E+0
5/7/2021  09:38:45.699744,5.056975E+0,4.169487E+0,4.028018E+0
5/7/2021  09:38:45.699748,5.038929E+0,3.941654E+0,3.844656E+0
5/7/2021  09:38:45.699751,5.020560E+0,3.795996E+0,3.745402E+0
5/7/2021  09:38:45.699754,4.998002E+0,3.736057E+0,3.734768E+0
5/7/2021  09:38:45.699758,4.973189E+0,3.763771E+0,3.809853E+0
5/7/2021  09:38:45.699761,4.954176E+0,3.874625E+0,3.962278E+0
5/7/2021  09:38:45.699764,4.937096E+0,4.055087E+0,4.175932E+0
5/7/2021  09:38:45.699767,4.922917E+0,4.288076E+0,4.431801E+0
5/7/2021  09:38:45.699771,4.915505E+0,4.556513E+0,4.711840E+0
5/7/2021  09:38:45.699774,4.911638E+0,4.839130E+0,4.995424E+0
5/7/2021  09:38:45.699777,4.911638E+0,5.118204E+0,5.265475E+0
5/7/2021  09:38:45.699781,4.919372E+0,5.372464E+0,5.498789E+0
5/7/2021  09:38:45.699784,4.929040E+0,5.585154E+0,5.684731E+0
5/7/2021  09:38:45.699787,4.942252E+0,5.744671E+0,5.812990E+0
5/7/2021  09:38:45.699791,4.958043E+0,5.845216E+0,5.877120E+0
5/7/2021  09:38:45.699794,4.974155E+0,5.881309E+0,5.878731E+0
5/7/2021  09:38:45.699797,4.990590E+0,5.854884E+0,5.817824E+0
5/7/2021  09:38:45.699800,5.004125E+0,5.768519E+0,5.701811E+0
5/7/2021  09:38:45.699804,5.017982E+0,5.632848E+0,5.543260E+0
5/7/2021  09:38:45.699807,5.026039E+0,5.459473E+0,5.354740E+0
5/7/2021  09:38:45.699810,5.030872E+0,5.262897E+0,5.150752E+0
5/7/2021  09:38:45.699814,5.033128E+0,5.057942E+0,4.945475E+0
5/7/2021  09:38:45.699817,5.033450E+0,4.856854E+0,4.752444E+0
5/7/2021  09:38:45.699820,5.028294E+0,4.676392E+0,4.587449E+0
5/7/2021  09:38:45.699824,5.020238E+0,4.527832E+0,4.458870E+0
5/7/2021  09:38:45.699827,5.009603E+0,4.417944E+0,4.372828E+0
5/7/2021  09:38:45.699830,4.999291E+0,4.353171E+0,4.333836E+0
5/7/2021  09:38:45.699833,4.987368E+0,4.334158E+0,4.340603E+0
5/7/2021  09:38:45.699837,4.975767E+0,4.361872E+0,4.393130E+0
5/7/2021  09:38:45.699840,4.967066E+0,4.431801E+0,4.482395E+0
5/7/2021  09:38:45.699843,4.957720E+0,4.535889E+0,4.603240E+0
5/7/2021  09:38:45.699847,4.949342E+0,4.664791E+0,4.742132E+0
5/7/2021  09:38:45.699850,4.947408E+0,4.809483E+0,4.892625E+0
5/7/2021  09:38:45.699853,4.946764E+0,4.959654E+0,5.040218E+0
5/7/2021  09:38:45.699857,4.948375E+0,5.103058E+0,5.177499E+0
5/7/2021  09:38:45.699860,4.954176E+0,5.230993E+0,5.292544E+0
5/7/2021  09:38:45.699863,4.958687E+0,5.333471E+0,5.379876E+0
5/7/2021  09:38:45.699866,4.964488E+0,5.406945E+0,5.435626E+0
5/7/2021  09:38:45.699870,4.974478E+0,5.446905E+0,5.456251E+0
5/7/2021  09:38:45.699873,4.982212E+0,5.452384E+0,5.443361E+0
5/7/2021  09:38:45.699876,4.989946E+0,5.425314E+0,5.399534E+0
5/7/2021  09:38:45.699880,4.997358E+0,5.367952E+0,5.327670E+0
5/7/2021  09:38:45.699883,5.004125E+0,5.287388E+0,5.236794E+0
5/7/2021  09:38:45.699886,5.008314E+0,5.189100E+0,5.131416E+0
5/7/2021  09:38:45.699890,5.008959E+0,5.081789E+0,5.022494E+0
5/7/2021  09:38:45.699893,5.010570E+0,4.973833E+0,4.915827E+0
5/7/2021  09:38:45.699896,5.008314E+0,4.871034E+0,4.819795E+0
5/7/2021  09:38:45.699899,5.006703E+0,4.782414E+0,4.739876E+0
5/7/2021  09:38:45.699903,5.000580E+0,4.712806E+0,4.682515E+0
5/7/2021  09:38:45.699906,4.994135E+0,4.665113E+0,4.648356E+0
5/7/2021  09:38:45.699909,4.988012E+0,4.643200E+0,4.639977E+0
5/7/2021  09:38:45.699913,4.981889E+0,4.645778E+0,4.655445E+0
5/7/2021  09:38:45.699916,4.976411E+0,4.672202E+0,4.693471E+0
5/7/2021  09:38:45.699919,4.970933E+0,4.718607E+0,4.750833E+0
5/7/2021  09:38:45.699923,4.967710E+0,4.781769E+0,4.820762E+0
5/7/2021  09:38:45.699926,4.965454E+0,4.855888E+0,4.898748E+0
5/7/2021  09:38:45.699929,4.965454E+0,4.935162E+0,4.978667E+0
5/7/2021  09:38:45.699932,4.964165E+0,5.013471E+0,5.055042E+0
5/7/2021  09:38:45.699936,4.967066E+0,5.085978E+0,5.121426E+0
5/7/2021  09:38:45.699939,4.967710E+0,5.146562E+0,5.174921E+0
5/7/2021  09:38:45.699942,4.973511E+0,5.192967E+0,5.212302E+0
5/7/2021  09:38:45.699946,4.976089E+0,5.221970E+0,5.231316E+0
5/7/2021  09:38:45.699949,4.981245E+0,5.232605E+0,5.231960E+0
5/7/2021  09:38:45.699952,4.985434E+0,5.225515E+0,5.215847E+0
5/7/2021  09:38:45.699956,4.989946E+0,5.201023E+0,5.182977E+0
5/7/2021  09:38:45.699959,4.993491E+0,5.162997E+0,5.138506E+0
5/7/2021  09:38:45.699962,4.996391E+0,5.113048E+0,5.084689E+0
5/7/2021  09:38:45.699965,5.000580E+0,5.057942E+0,5.026039E+0
5/7/2021  09:38:45.699969,4.998647E+0,4.999936E+0,4.968355E+0
5/7/2021  09:38:45.699972,4.999291E+0,4.943863E+0,4.915183E+0
5/7/2021  09:38:45.699975,4.994780E+0,4.893592E+0,4.869100E+0
5/7/2021  09:38:45.699979,4.995102E+0,4.852987E+0,4.834297E+0
5/7/2021  09:38:45.699982,4.991557E+0,4.823018E+0,4.811739E+0
5/7/2021  09:38:45.699985,4.987368E+0,4.806583E+0,4.802071E+0
5/7/2021  09:38:45.699989,4.984145E+0,4.803682E+0,4.806583E+0
5/7/2021  09:38:45.699992,4.982212E+0,4.813672E+0,4.823662E+0
5/7/2021  09:38:45.699995,4.977378E+0,4.835263E+0,4.850732E+0
5/7/2021  09:38:45.699998,4.976733E+0,4.866522E+0,4.886180E+0
5/7/2021  09:38:45.700002,4.972866E+0,4.904548E+0,4.926462E+0
5/7/2021  09:38:45.700005,4.974155E+0,4.946441E+0,4.969966E+0
5/7/2021  09:38:45.700008,4.973189E+0,4.988012E+0,5.010570E+0
5/7/2021  09:38:45.700012,4.974155E+0,5.028294E+0,5.047952E+0
5/7/2021  09:38:45.700015,4.975444E+0,5.062776E+0,5.079211E+0
5/7/2021  09:38:45.700018,4.978989E+0,5.090167E+0,5.101769E+0
5/7/2021  09:38:45.700022,4.980923E+0,5.107891E+0,5.114337E+0
5/7/2021  09:38:45.700025,4.981245E+0,5.116270E+0,5.117559E+0
5/7/2021  09:38:45.700028,4.985434E+0,5.114659E+0,5.110147E+0
5/7/2021  09:38:45.700031,4.985434E+0,5.103702E+0,5.094357E+0
5/7/2021  09:38:45.700035,4.988979E+0,5.084689E+0,5.072121E+0
5/7/2021  09:38:45.700038,4.990590E+0,5.059553E+0,5.044085E+0
5/7/2021  09:38:45.700041,4.991557E+0,5.030228E+0,5.013793E+0
5/7/2021  09:38:45.700045,4.991879E+0,4.999614E+0,4.982856E+0
5/7/2021  09:38:45.700048,4.991879E+0,4.968677E+0,4.953209E+0
5/7/2021  09:38:45.700051,4.991879E+0,4.940963E+0,4.927751E+0
5/7/2021  09:38:45.700055,4.991557E+0,4.918083E+0,4.907771E+0
5/7/2021  09:38:45.700058,4.988012E+0,4.900681E+0,4.894236E+0
5/7/2021  09:38:45.700061,4.986079E+0,4.891013E+0,4.887146E+0
5/7/2021  09:38:45.700064,4.982856E+0,4.887469E+0,4.888758E+0
5/7/2021  09:38:45.700068,4.984468E+0,4.891336E+0,4.896814E+0
5/7/2021  09:38:45.700071,4.983179E+0,4.902292E+0,4.909704E+0
5/7/2021  09:38:45.700074,4.980923E+0,4.918083E+0,4.928073E+0
5/7/2021  09:38:45.700078,4.978989E+0,4.937740E+0,4.949664E+0
5/7/2021  09:38:45.700081,4.978022E+0,4.960621E+0,4.972544E+0
5/7/2021  09:38:45.700084,4.979956E+0,4.982856E+0,4.995102E+0
5/7/2021  09:38:45.700088,4.980278E+0,5.004770E+0,5.015082E+0
5/7/2021  09:38:45.700091,4.980278E+0,5.023138E+0,5.032484E+0
5/7/2021  09:38:45.700094,4.982212E+0,5.038606E+0,5.045374E+0
5/7/2021  09:38:45.700097,4.981245E+0,5.048919E+0,5.053108E+0
5/7/2021  09:38:45.700101,4.983179E+0,5.055042E+0,5.055364E+0
5/7/2021  09:38:45.700104,4.985434E+0,5.055042E+0,5.052786E+0
5/7/2021  09:38:45.700107,4.986723E+0,5.049885E+0,5.044729E+0
5/7/2021  09:38:45.700111,4.984790E+0,5.040218E+0,5.033128E+0
5/7/2021  09:38:45.700114,4.985757E+0,5.026361E+0,5.018304E+0
5/7/2021  09:38:45.700117,4.987046E+0,5.011537E+0,5.002836E+0
5/7/2021  09:38:45.700121,4.988657E+0,4.995102E+0,4.985757E+0
5/7/2021  09:38:45.700124,4.988012E+0,4.978022E+0,4.969966E+0
5/7/2021  09:38:45.700127,4.988979E+0,4.962876E+0,4.955787E+0
5/7/2021  09:38:45.700130,4.987368E+0,4.949986E+0,4.944186E+0
5/7/2021  09:38:45.700134,4.987368E+0,4.940319E+0,4.936129E+0
5/7/2021  09:38:45.700137,4.985434E+0,4.933873E+0,4.932584E+0
5/7/2021  09:38:45.700140,4.986401E+0,4.932584E+0,4.932584E+0
5/7/2021  09:38:45.700144,4.983823E+0,4.933229E+0,4.936451E+0
5/7/2021  09:38:45.700147,4.983179E+0,4.939674E+0,4.943541E+0
5/7/2021  09:38:45.700150,4.982534E+0,4.947408E+0,4.953209E+0
5/7/2021  09:38:45.700154,4.982212E+0,4.958043E+0,4.964810E+0
5/7/2021  09:38:45.700157,4.983501E+0,4.970288E+0,4.978022E+0
5/7/2021  09:38:45.700160,4.980923E+0,4.983179E+0,4.989946E+0
5/7/2021  09:38:45.700163,4.981889E+0,4.995102E+0,5.001225E+0
5/7/2021  09:38:45.700167,4.981567E+0,5.005736E+0,5.010570E+0
5/7/2021  09:38:45.700170,4.982856E+0,5.014115E+0,5.017660E+0
5/7/2021  09:38:45.700173,4.984145E+0,5.020238E+0,5.022494E+0
5/7/2021  09:38:45.700177,4.986401E+0,5.023138E+0,5.023783E+0
5/7/2021  09:38:45.700180,4.986723E+0,5.023460E+0,5.021849E+0
5/7/2021  09:38:45.700183,4.984468E+0,5.021527E+0,5.018949E+0
5/7/2021  09:38:45.700187,4.985434E+0,5.015726E+0,5.012504E+0
5/7/2021  09:38:45.700190,4.987368E+0,5.009281E+0,5.004447E+0
5/7/2021  09:38:45.700193,4.985434E+0,4.999936E+0,4.995102E+0
5/7/2021  09:38:45.700196,4.986401E+0,4.990913E+0,4.986079E+0
5/7/2021  09:38:45.700200,4.986079E+0,4.982212E+0,4.977378E+0
5/7/2021  09:38:45.700203,4.986079E+0,4.973511E+0,4.969644E+0
5/7/2021  09:38:45.700206,4.987368E+0,4.966099E+0,4.963199E+0
5/7/2021  09:38:45.700210,4.985757E+0,4.960621E+0,4.958687E+0
5/7/2021  09:38:45.700213,4.985434E+0,4.957398E+0,4.956431E+0
5/7/2021  09:38:45.700216,4.985434E+0,4.956109E+0,4.956109E+0
5/7/2021  09:38:45.700220,4.984790E+0,4.957398E+0,4.958043E+0
5/7/2021  09:38:45.700223,4.986079E+0,4.959654E+0,4.961587E+0
5/7/2021  09:38:45.700226,4.983179E+0,4.964165E+0,4.967388E+0
5/7/2021  09:38:45.700229,4.985434E+0,4.970288E+0,4.973511E+0
5/7/2021  09:38:45.700233,4.983179E+0,4.976733E+0,4.980278E+0
5/7/2021  09:38:45.700236,4.981889E+0,4.984145E+0,4.986723E+0
5/7/2021  09:38:45.700239,4.983179E+0,4.990268E+0,4.993491E+0
5/7/2021  09:38:45.700243,4.984145E+0,4.995102E+0,4.998969E+0
5/7/2021  09:38:45.700246,4.983179E+0,5.000903E+0,5.003481E+0
5/7/2021  09:38:45.700249,4.983823E+0,5.003803E+0,5.005092E+0
5/7/2021  09:38:45.700253,4.985112E+0,5.005736E+0,5.006059E+0
5/7/2021  09:38:45.700256,4.982534E+0,5.005736E+0,5.005414E+0
5/7/2021  09:38:45.700259,4.984790E+0,5.004125E+0,5.003803E+0
5/7/2021  09:38:45.700262,4.986079E+0,5.001547E+0,4.999614E+0
5/7/2021  09:38:45.700266,4.987046E+0,4.998325E+0,4.995424E+0
5/7/2021  09:38:45.700269,4.986079E+0,4.994135E+0,4.991235E+0
5/7/2021  09:38:45.700272,4.985112E+0,4.988657E+0,4.986401E+0
5/7/2021  09:38:45.700276,4.986079E+0,4.984145E+0,4.981889E+0
5/7/2021  09:38:45.700279,4.986401E+0,4.979311E+0,4.976733E+0
5/7/2021  09:38:45.700282,4.986079E+0,4.975122E+0,4.973833E+0
5/7/2021  09:38:45.700286,4.983501E+0,4.972866E+0,4.971577E+0
5/7/2021  09:38:45.700289,4.985434E+0,4.970933E+0,4.969966E+0
5/7/2021  09:38:45.700292,4.986079E+0,4.969966E+0,4.969644E+0
5/7/2021  09:38:45.700295,4.985434E+0,4.969966E+0,4.970933E+0
5/7/2021  09:38:45.700299,4.982856E+0,4.971577E+0,4.972866E+0
